granuleId,packageId,date,members,role,chamber,congress,gpoId,authorityId,bioGuideId,memberName,state,party,name__parsed,name__authority-lnf,name__authority-fnf,name__authority-other
CREC-2015-01-06-pt1-PgE8-4,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,7925,1967,Q000023,"Quigley, Mike",IL,D,Mr. QUIGLEY,"Quigley, Mike",Mike Quigley,
CREC-2015-01-06-pt1-PgE9,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,7999,229,C000714,"Conyers, John, Jr.",MI,D,Mr. CONYERS,"Conyers, John, Jr.","John Conyers, Jr.",John Conyers Jr.
CREC-2015-01-06-pt1-PgE11,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,7999,229,C000714,"Conyers, John, Jr.",MI,D,Mr. CONYERS,"Conyers, John, Jr.","John Conyers, Jr.",John Conyers Jr.
CREC-2015-01-06-pt1-PgE9-2,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,8142,1688,W000795,"Wilson, Joe",SC,R,Mr. WILSON of South Carolina,"Wilson, Joe",Joe Wilson,
CREC-2015-01-06-pt1-PgE10,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,7911,1723,B001245,"Bordallo, Madeleine Z.",GU,D,Ms. BORDALLO,"Bordallo, Madeleine Z.",Madeleine Z. Bordallo,Ms. Madeleine Bordallo
CREC-2015-01-06-pt1-PgE12,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,7864,1912,C001077,"Coffman, Mike",CO,R,Mr. COFFMAN,"Coffman, Mike",Mike Coffman,
CREC-2015-01-06-pt1-PgE13,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,7999,229,C000714,"Conyers, John, Jr.",MI,D,Mr. CONYERS,"Conyers, John, Jr.","John Conyers, Jr.",John Conyers Jr.
CREC-2015-01-06-pt1-PgE12-2,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,7824,1995,D000612,"Denham, Jeff",CA,R,Mr. DENHAM,"Denham, Jeff",Jeff Denham,
CREC-2015-01-06-pt1-PgE13-3,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,7817,1890,S001175,"Speier, Jackie",CA,D,Ms. SPEIER,"Speier, Jackie",Jackie Speier,
CREC-2015-01-06-pt1-PgE13-2,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,7940,1188,V000108,"Visclosky, Peter J.",IN,D,Mr. VISCLOSKY,"Visclosky, Peter J.",Peter J. Visclosky,Peter Visclosky
CREC-2015-01-06-pt1-PgE14,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,7999,229,C000714,"Conyers, John, Jr.",MI,D,Mr. CONYERS,"Conyers, John, Jr.","John Conyers, Jr.",John Conyers Jr.
CREC-2015-01-06-pt1-PgE14-2,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,8142,1688,W000795,"Wilson, Joe",SC,R,Mr. WILSON of South Carolina,"Wilson, Joe",Joe Wilson,
CREC-2015-01-06-pt1-PgE18,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,8003,1930,P000594,"Paulsen, Erik",MN,R,Mr. PAULSEN,"Paulsen, Erik",Erik Paulsen,
CREC-2015-01-06-pt1-PgE15,CREC-2015-01-06,2015-01-06,,SPEAKING,H,114,7999,229,C000714,"Conyers, John, Jr.",MI,D,Mr. CONYERS,"Conyers, John, Jr.","John Conyers, Jr.",John Conyers Jr.
CREC-2015-01-06-pt1-PgD2,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgD4,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgD4-2,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgD6,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgD7-2,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgD7,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
CREC-2015-01-06-pt1-PgD7-3,CREC-2015-01-06,2015-01-06,,,,,,,,,,,,,,
