bioguide_id,first_name,last_name,congress,chamber,party,state,district,terms_served_before,terms_served_total,years_in_congress,first_term_start,up_for_reelection,senate_class,gender,birthday
M001111,Patty,Murray,114,senate,Democrat,WA,,4,4,22.0,1993-01-05,1,3,F,1950-10-11
N000032,Bill,Nelson,114,senate,Democrat,FL,,3,9,36.0,1979-01-15,0,1,M,1942-09-29
P000603,Rand,Paul,114,senate,Republican,KY,,1,1,4.0,2011-01-05,1,3,M,1963-01-07
P000612,David,Perdue,114,senate,Republican,GA,,0,0,0.0,2015-01-06,0,2,M,1949-12-10
P000595,Gary,Peters,114,senate,Democrat,MI,,0,3,6.0,2009-01-06,0,2,M,1958-12-01
P000449,Robert,Portman,114,senate,Republican,OH,,1,8,21.7,1993-05-04,1,3,M,1955-12-19
R000122,John,Reed,114,senate,Democrat,RI,,3,6,24.0,1991-01-03,0,2,M,1949-11-12
R000146,Harry,Reid,114,senate,Democrat,NV,,5,7,32.0,1983-01-03,1,3,M,1939-12-02
R000584,James,Risch,114,senate,Republican,ID,,1,1,6.0,2009-01-06,0,2,M,1943-05-03
R000307,Pat,Roberts,114,senate,Republican,KS,,3,11,34.0,1981-01-05,0,2,M,1936-04-20
R000605,Mike,Rounds,114,senate,Republican,SD,,0,0,0.0,2015-01-06,0,2,M,1954-10-24
R000595,Marco,Rubio,114,senate,Republican,FL,,1,1,4.0,2011-01-05,1,3,M,1971-05-28
S000033,Bernard,Sanders,114,senate,Independent,VT,,2,10,24.0,1991-01-03,0,1,M,1941-09-08
S001197,Benjamin,Sasse,114,senate,Republican,NE,,0,0,0.0,2015-01-06,0,2,M,1972-02-22
S001194,Brian,Schatz,114,senate,Democrat,HI,,1,1,2.0,2012-12-27,1,3,M,1972-10-20
S000148,Charles,Schumer,114,senate,Democrat,NY,,3,12,34.0,1981-01-05,1,3,M,1950-11-23
S001184,Tim,Scott,114,senate,Republican,SC,,1,2,4.0,2011-01-05,1,3,M,1965-09-19
S001141,Jefferson,Sessions,114,senate,Republican,AL,,3,3,18.0,1997-01-07,1,2,M,1946-12-24
S001181,Jeanne,Shaheen,114,senate,Democrat,NH,,1,1,6.0,2009-01-06,0,2,F,1947-01-28
S000320,Richard,Shelby,114,senate,Republican,AL,,5,9,36.0,1979-01-15,1,3,M,1934-05-06
S000770,Debbie,Stabenow,114,senate,Democrat,MI,,3,5,18.0,1997-01-07,0,1,F,1950-04-29
S001198,Dan,Sullivan,114,senate,Republican,AK,,0,0,0.0,2015-01-06,0,2,M,1964-11-13
T000464,Jon,Tester,114,senate,Democrat,MT,,2,2,8.0,2007-01-04,0,1,M,1956-08-21
T000250,John,Thune,114,senate,Republican,SD,,2,5,18.0,1997-01-07,1,3,M,1961-01-07
T000476,Thom,Tillis,114,senate,Republican,NC,,0,0,0.0,2015-01-06,0,2,M,1960-08-30
T000461,Patrick,Toomey,114,senate,Republican,PA,,1,4,16.0,1999-01-06,1,3,M,1961-11-17
U000039,Tom,Udall,114,senate,Democrat,NM,,1,6,16.0,1999-01-06,0,2,M,1948-05-18
V000127,David,Vitter,114,senate,Republican,LA,,2,5,15.6,1999-06-08,1,3,M,1961-05-03
W000805,Mark,Warner,114,senate,Democrat,VA,,1,1,6.0,2009-01-06,0,2,M,1954-12-15
W000817,Elizabeth,Warren,114,senate,Democrat,MA,,1,1,2.0,2013-01-03,0,1,F,1949-06-22
W000802,Sheldon,Whitehouse,114,senate,Democrat,RI,,2,2,8.0,2007-01-04,0,1,M,1955-10-20
W000437,Roger,Wicker,114,senate,Republican,MS,,2,9,20.0,1995-01-04,0,1,M,1951-07-05
W000779,Ron,Wyden,114,senate,Democrat,OR,,4,12,34.0,1981-01-05,1,3,M,1949-05-03
A000374,Ralph,Abraham,115,house,Republican,LA,5,1,1,2.0,2015-01-06,1,,M,1954-09-16
A000370,Alma,Adams,115,house,Democrat,NC,12,2,2,2.1,2014-11-12,1,,F,1946-05-27
A000055,Robert,Aderholt,115,house,Republican,AL,4,10,10,20.0,1997-01-07,1,,M,1965-07-22
A000371,Pete,Aguilar,115,house,Democrat,CA,31,1,1,2.0,2015-01-06,1,,M,1979-06-19
A000372,Rick,Allen,115,house,Republican,GA,12,1,1,2.0,2015-01-06,1,,M,1951-11-07
A000367,Justin,Amash,115,house,Republican,MI,3,3,3,6.0,2011-01-05,1,,M,1980-04-18
A000369,Mark,Amodei,115,house,Republican,NV,2,3,3,5.3,2011-09-13,1,,M,1958-06-12
A000375,Jodey,Arrington,115,house,Republican,TX,19,0,0,0.0,2017-01-03,1,,M,1972-03-09
B001291,Brian,Babin,115,house,Republican,TX,36,1,1,2.0,2015-01-06,1,,M,1948-03-23
B001298,Don,Bacon,115,house,Republican,NE,2,0,0,0.0,2017-01-03,1,,M,1963-08-16
B001306,Troy,Balderson,115,house,Republican,OH,12,0,0,-1.7,2018-09-05,1,,M,1962-01-16
B001299,Jim,Banks,115,house,Republican,IN,3,0,0,0.0,2017-01-03,1,,M,1979-07-16
B001269,Lou,Barletta,115,house,Republican,PA,11,3,3,6.0,2011-01-05,1,,M,1956-01-28
B001282,Garland,Barr,115,house,Republican,KY,6,2,2,4.0,2013-01-03,1,,M,1973-07-24
B001300,Nanette,Barragán,115,house,Democrat,CA,44,0,0,0.0,2017-01-03,1,,F,1976-09-15
B000213,Joe,Barton,115,house,Republican,TX,6,16,16,32.0,1985-01-03,1,,M,1949-09-15
B001270,Karen,Bass,115,house,Democrat,CA,37,3,3,6.0,2011-01-05,1,,F,1953-10-03
B001281,Joyce,Beatty,115,house,Democrat,OH,3,2,2,4.0,2013-01-03,1,,F,1950-03-12
B000287,Xavier,Becerra,115,house,Democrat,CA,34,12,12,24.0,1993-01-05,1,,M,1958-01-26
B001287,Ami,Bera,115,house,Democrat,CA,7,2,2,4.0,2013-01-03,1,,M,1965-03-02
B001301,Jack,Bergman,115,house,Republican,MI,1,0,0,0.0,2017-01-03,1,,M,1947-02-02
B001292,Donald,Beyer,115,house,Democrat,VA,8,1,1,2.0,2015-01-06,1,,M,1950-06-20
B001302,Andy,Biggs,115,house,Republican,AZ,5,0,0,0.0,2017-01-03,1,,M,1958-11-07
B001257,Gus,Bilirakis,115,house,Republican,FL,12,5,5,10.0,2007-01-04,1,,M,1963-02-08
B000490,Sanford,Bishop,115,house,Democrat,GA,2,12,12,24.0,1993-01-05,1,,M,1947-02-04
B001293,Mike,Bishop,115,house,Republican,MI,8,1,1,2.0,2015-01-06,1,,M,1967-03-18
B001250,Rob,Bishop,115,house,Republican,UT,1,7,7,14.0,2003-01-07,1,,M,1951-07-13
B001273,Diane,Black,115,house,Republican,TN,6,3,3,6.0,2011-01-05,1,,F,1951-01-16
B001243,Marsha,Blackburn,115,house,Republican,TN,7,7,7,14.0,2003-01-07,1,,F,1952-06-06
B001294,Rod,Blum,115,house,Republican,IA,1,1,1,2.0,2015-01-06,1,,M,1955-04-26
B000574,Earl,Blumenauer,115,house,Democrat,OR,3,11,11,20.6,1996-05-21,1,,M,1948-08-16
B001303,Lisa,Blunt Rochester,115,house,Democrat,DE,0,0,0,0.0,2017-01-03,1,,F,1962-02-10
B001278,Suzanne,Bonamici,115,house,Democrat,OR,1,3,3,4.9,2012-02-07,1,,F,1954-10-14
B001245,Madeleine,Bordallo,115,house,Democrat,GU,0,7,7,14.0,2003-01-07,1,,F,1933-05-31
B001295,Mike,Bost,115,house,Republican,IL,12,1,1,2.0,2015-01-06,1,,M,1960-12-30
B001296,Brendan,Boyle,115,house,Democrat,PA,13,1,1,2.0,2015-01-06,1,,M,1977-02-06
B001227,Robert,Brady,115,house,Democrat,PA,1,10,10,18.6,1998-05-19,1,,M,1945-04-07
B000755,Kevin,Brady,115,house,Republican,TX,8,10,10,20.0,1997-01-07,1,,M,1955-04-11
B001290,David,Brat,115,house,Republican,VA,7,2,2,2.1,2014-11-12,1,,M,1964-07-27
B001283,Jim,Bridenstine,115,house,Republican,OK,1,2,2,4.0,2013-01-03,1,,M,1975-06-15
B001284,Susan,Brooks,115,house,Republican,IN,5,2,2,4.0,2013-01-03,1,,F,1960-08-25
B001274,Mo,Brooks,115,house,Republican,AL,5,3,3,6.0,2011-01-05,1,,M,1954-04-29
B001304,Anthony,Brown,115,house,Democrat,MD,4,0,0,0.0,2017-01-03,1,,M,1961-11-21
B001285,Julia,Brownley,115,house,Democrat,CA,26,2,2,4.0,2013-01-03,1,,F,1952-08-28
B001260,Vern,Buchanan,115,house,Republican,FL,16,5,5,10.0,2007-01-04,1,,M,1951-05-08
B001297,Ken,Buck,115,house,Republican,CO,4,1,1,2.0,2015-01-06,1,,M,1959-02-16
B001275,Larry,Bucshon,115,house,Republican,IN,8,3,3,6.0,2011-01-05,1,,M,1962-05-31
B001305,Ted,Budd,115,house,Republican,NC,13,0,0,0.0,2017-01-03,1,,M,1971-10-21
B001248,Michael,Burgess,115,house,Republican,TX,26,7,7,14.0,2003-01-07,1,,M,1950-12-23
B001286,Cheri,Bustos,115,house,Democrat,IL,17,2,2,4.0,2013-01-03,1,,F,1961-10-17
B001251,George,Butterfield,115,house,Democrat,NC,1,7,7,12.5,2004-07-21,1,,M,1947-04-27
B001289,Bradley,Byrne,115,house,Republican,AL,1,2,2,3.0,2014-01-08,1,,M,1955-02-16
C000059,Ken,Calvert,115,house,Republican,CA,42,12,12,24.0,1993-01-05,1,,M,1953-06-08
C001037,Michael,Capuano,115,house,Democrat,MA,7,9,9,18.0,1999-01-06,1,,M,1952-01-09
C001112,Salud,Carbajal,115,house,Democrat,CA,24,0,0,0.0,2017-01-03,1,,M,1964-11-18
C001072,André,Carson,115,house,Democrat,IN,7,5,5,8.8,2008-03-13,1,,M,1974-10-16
C001051,John,Carter,115,house,Republican,TX,31,7,7,14.0,2003-01-07,1,,M,1941-11-06
C001103,Earl,Carter,115,house,Republican,GA,1,1,1,2.0,2015-01-06,1,,M,1957-09-06
C001090,Matthew,Cartwright,115,house,Democrat,PA,17,2,2,4.0,2013-01-03,1,,M,1961-05-01
C001066,Kathy,Castor,115,house,Democrat,FL,14,5,5,10.0,2007-01-04,1,,F,1966-08-20
C001091,Joaquin,Castro,115,house,Democrat,TX,20,2,2,4.0,2013-01-03,1,,M,1974-09-16
C000266,Steve,Chabot,115,house,Republican,OH,1,10,10,22.0,1995-01-04,1,,M,1953-01-22
C001076,Jason,Chaffetz,115,house,Republican,UT,3,4,4,8.0,2009-01-06,1,,M,1967-03-26
C001109,Liz,Cheney,115,house,Republican,WY,0,0,0,0.0,2017-01-03,1,,F,1966-07-28
C001080,Judy,Chu,115,house,Democrat,CA,27,4,4,7.5,2009-07-16,1,,F,1953-07-07
C001084,David,Cicilline,115,house,Democrat,RI,1,3,3,6.0,2011-01-05,1,,M,1961-07-15
C001101,Katherine,Clark,115,house,Democrat,MA,5,2,2,3.1,2013-12-12,1,,F,1963-07-17
C001067,Yvette,Clarke,115,house,Democrat,NY,9,5,5,10.0,2007-01-04,1,,F,1964-11-21
C001049,Wm.,Clay,115,house,Democrat,MO,1,8,8,16.0,2001-01-03,1,,M,1956-07-27
C001061,Emanuel,Cleaver,115,house,Democrat,MO,5,6,6,12.0,2005-01-04,1,,M,1944-10-26
C001115,Michael,Cloud,115,house,Republican,TX,27,0,0,-1.5,2018-07-10,1,,M,1975-05-13
C000537,James,Clyburn,115,house,Democrat,SC,6,12,12,24.0,1993-01-05,1,,M,1940-07-21
C001077,Mike,Coffman,115,house,Republican,CO,6,4,4,8.0,2009-01-06,1,,M,1955-03-19
C001068,Steve,Cohen,115,house,Democrat,TN,9,5,5,10.0,2007-01-04,1,,M,1949-05-24
C001053,Tom,Cole,115,house,Republican,OK,4,7,7,14.0,2003-01-07,1,,M,1949-04-28
C001092,Chris,Collins,115,house,Republican,NY,27,2,2,4.0,2013-01-03,1,,M,1950-05-20
C001093,Doug,Collins,115,house,Republican,GA,9,2,2,4.0,2013-01-03,1,,M,1966-08-16
C001108,James,Comer,115,house,Republican,KY,1,1,1,0.1,2016-11-14,1,,M,1972-08-19
C001105,Barbara,Comstock,115,house,Republican,VA,10,1,1,2.0,2015-01-06,1,,F,1959-06-30
C001062,K.,Conaway,115,house,Republican,TX,11,6,6,12.0,2005-01-04,1,,M,1948-06-11
C001078,Gerald,Connolly,115,house,Democrat,VA,11,4,4,8.0,2009-01-06,1,,M,1950-03-30
C000714,John,Conyers,115,house,Democrat,MI,13,26,26,52.0,1965-01-04,1,,M,1929-05-16
C001094,Paul,Cook,115,house,Republican,CA,8,2,2,4.0,2013-01-03,1,,M,1943-03-03
C000754,Jim,Cooper,115,house,Democrat,TN,5,13,13,34.0,1983-01-03,1,,M,1954-06-19
C001110,J.,Correa,115,house,Democrat,CA,46,0,0,0.0,2017-01-03,1,,M,1958-01-24
C001059,Jim,Costa,115,house,Democrat,CA,16,6,6,12.0,2005-01-04,1,,M,1952-04-13
C001106,Ryan,Costello,115,house,Republican,PA,6,1,1,2.0,2015-01-06,1,,M,1976-09-07
C001069,Joe,Courtney,115,house,Democrat,CT,2,5,5,10.0,2007-01-04,1,,M,1953-04-06
C001096,Kevin,Cramer,115,house,Republican,ND,0,2,2,4.0,2013-01-03,1,,M,1961-01-21
C001087,Eric,Crawford,115,house,Republican,AR,1,3,3,6.0,2011-01-05,1,,M,1966-01-22
C001111,Charlie,Crist,115,house,Democrat,FL,13,0,0,0.0,2017-01-03,1,,M,1956-07-24
C001038,Joseph,Crowley,115,house,Democrat,NY,14,9,9,18.0,1999-01-06,1,,M,1962-03-16
C001063,Henry,Cuellar,115,house,Democrat,TX,28,6,6,12.0,2005-01-04,1,,M,1955-09-19
C001048,John,Culberson,115,house,Republican,TX,7,8,8,16.0,2001-01-03,1,,M,1956-08-24
C000984,Elijah,Cummings,115,house,Democrat,MD,7,11,11,20.7,1996-04-16,1,,M,1951-01-18
C001107,Carlos,Curbelo,115,house,Republican,FL,26,1,1,2.0,2015-01-06,1,,M,1980-03-01
C001114,John,Curtis,115,house,Republican,UT,3,0,0,-0.9,2017-11-13,1,,M,1960-05-10
C001097,Tony,Cárdenas,115,house,Democrat,CA,29,2,2,4.0,2013-01-03,1,,M,1963-03-31
D000626,Warren,Davidson,115,house,Republican,OH,8,1,1,0.6,2016-06-09,1,,M,1970-03-01
D000096,Danny,Davis,115,house,Democrat,IL,7,10,10,20.0,1997-01-07,1,,M,1941-09-06
D000598,Susan,Davis,115,house,Democrat,CA,53,8,8,16.0,2001-01-03,1,,F,1944-04-13
D000619,Rodney,Davis,115,house,Republican,IL,13,2,2,4.0,2013-01-03,1,,M,1970-01-05
D000191,Peter,DeFazio,115,house,Democrat,OR,4,15,15,30.0,1987-01-06,1,,M,1947-05-27
D000197,Diana,DeGette,115,house,Democrat,CO,1,10,10,20.0,1997-01-07,1,,F,1957-07-29
D000216,Rosa,DeLauro,115,house,Democrat,CT,3,13,13,26.0,1991-01-03,1,,F,1943-03-02
D000621,Ron,DeSantis,115,house,Republican,FL,6,2,2,4.0,2013-01-03,1,,M,1978-09-14
D000623,Mark,DeSaulnier,115,house,Democrat,CA,11,1,1,2.0,2015-01-06,1,,M,1952-03-31
D000617,Suzan,DelBene,115,house,Democrat,WA,1,3,3,4.1,2012-11-13,1,,F,1962-02-17
D000620,John,Delaney,115,house,Democrat,MD,6,2,2,4.0,2013-01-03,1,,M,1963-04-16
D000627,Val,Demings,115,house,Democrat,FL,10,0,0,0.0,2017-01-03,1,,F,1957-03-12
D000612,Jeff,Denham,115,house,Republican,CA,10,3,3,6.0,2011-01-05,1,,M,1967-07-29
D000604,Charles,Dent,115,house,Republican,PA,15,6,6,12.0,2005-01-04,1,,M,1960-05-24
D000616,Scott,DesJarlais,115,house,Republican,TN,4,3,3,6.0,2011-01-05,1,,M,1964-02-21
D000610,Theodore,Deutch,115,house,Democrat,FL,22,4,4,6.7,2010-04-15,1,,M,1966-05-07
D000600,Mario,Diaz-Balart,115,house,Republican,FL,25,7,7,14.0,2003-01-07,1,,M,1961-09-25
D000624,Debbie,Dingell,115,house,Democrat,MI,12,1,1,2.0,2015-01-06,1,,F,1953-11-23
D000399,Lloyd,Doggett,115,house,Democrat,TX,35,11,11,22.0,1995-01-04,1,,M,1946-10-06
D000625,Daniel,Donovan,115,house,Republican,NY,11,1,1,1.6,2015-05-12,1,,M,1956-11-06
D000482,Michael,Doyle,115,house,Democrat,PA,14,11,11,22.0,1995-01-04,1,,M,1953-08-05
D000614,Sean,Duffy,115,house,Republican,WI,7,3,3,6.0,2011-01-05,1,,M,1971-10-03
D000533,John,Duncan,115,house,Republican,TN,2,15,15,28.2,1988-11-08,1,,M,1947-07-21
D000615,Jeff,Duncan,115,house,Republican,SC,3,3,3,6.0,2011-01-05,1,,M,1966-01-07
D000628,Neal,Dunn,115,house,Republican,FL,2,0,0,0.0,2017-01-03,1,,M,1953-02-16
E000288,Keith,Ellison,115,house,Democrat,MN,5,5,5,10.0,2007-01-04,1,,M,1963-08-04
E000294,Tom,Emmer,115,house,Republican,MN,6,1,1,2.0,2015-01-06,1,,M,1961-03-03
E000179,Eliot,Engel,115,house,Democrat,NY,16,14,14,28.0,1989-01-03,1,,M,1947-02-18
E000215,Anna,Eshoo,115,house,Democrat,CA,18,12,12,24.0,1993-01-05,1,,F,1942-12-13
E000297,Adriano,Espaillat,115,house,Democrat,NY,13,0,0,0.0,2017-01-03,1,,M,1954-09-27
E000298,Ron,Estes,115,house,Republican,KS,4,0,0,-0.3,2017-04-25,1,,M,1956-07-19
E000293,Elizabeth,Esty,115,house,Democrat,CT,5,2,2,4.0,2013-01-03,1,,F,1959-08-25
E000296,Dwight,Evans,115,house,Democrat,PA,2,1,1,0.1,2016-11-14,1,,M,1954-05-16
F000460,Blake,Farenthold,115,house,Republican,TX,27,3,3,6.0,2011-01-05,1,,M,1961-12-12
F000464,John,Faso,115,house,Republican,NY,19,0,0,0.0,2017-01-03,1,,M,1952-08-25
F000465,A.,Ferguson,115,house,Republican,GA,3,0,0,0.0,2017-01-03,1,,M,1966-11-15
F000466,Brian,Fitzpatrick,115,house,Republican,PA,8,0,0,0.0,2017-01-03,1,,M,1973-12-17
F000459,Charles,Fleischmann,115,house,Republican,TN,3,3,3,6.0,2011-01-05,1,,M,1962-10-11
F000461,Bill,Flores,115,house,Republican,TX,17,3,3,6.0,2011-01-05,1,,M,1954-02-25
F000449,Jeff,Fortenberry,115,house,Republican,NE,1,6,6,12.0,2005-01-04,1,,M,1960-12-27
F000454,Bill,Foster,115,house,Democrat,IL,11,4,4,8.8,2008-03-08,1,,M,1955-10-07
F000450,Virginia,Foxx,115,house,Republican,NC,5,6,6,12.0,2005-01-04,1,,F,1943-06-29
F000462,Lois,Frankel,115,house,Democrat,FL,21,2,2,4.0,2013-01-03,1,,F,1948-05-16
F000448,Trent,Franks,115,house,Republican,AZ,8,7,7,14.0,2003-01-07,1,,M,1957-06-19
F000372,Rodney,Frelinghuysen,115,house,Republican,NJ,11,11,11,22.0,1995-01-04,1,,M,1946-04-29
F000455,Marcia,Fudge,115,house,Democrat,OH,11,5,5,8.1,2008-11-19,1,,F,1952-10-29
G000571,Tulsi,Gabbard,115,house,Democrat,HI,2,2,2,4.0,2013-01-03,1,,F,1981-04-12
G000578,Matt,Gaetz,115,house,Republican,FL,1,0,0,0.0,2017-01-03,1,,M,1982-05-07
G000579,Mike,Gallagher,115,house,Republican,WI,8,0,0,0.0,2017-01-03,1,,M,1984-03-03
G000574,Ruben,Gallego,115,house,Democrat,AZ,7,1,1,2.0,2015-01-06,1,,M,1979-11-20
G000559,John,Garamendi,115,house,Democrat,CA,3,4,4,7.2,2009-11-03,1,,M,1945-01-24
G000580,Thomas,Garrett,115,house,Republican,VA,5,0,0,0.0,2017-01-03,1,,M,1972-03-27
G000584,Greg,Gianforte,115,house,Republican,MT,0,0,0,-0.5,2017-06-21,1,,M,1961-04-17
G000563,Bob,Gibbs,115,house,Republican,OH,7,3,3,6.0,2011-01-05,1,,M,1954-06-14
G000552,Louie,Gohmert,115,house,Republican,TX,1,6,6,12.0,2005-01-04,1,,M,1953-08-18
G000585,Jimmy,Gomez,115,house,Democrat,CA,34,0,0,-0.5,2017-07-11,1,,M,1974-11-25
G000581,Vicente,Gonzalez,115,house,Democrat,TX,15,0,0,0.0,2017-01-03,1,,M,1967-09-04
G000582,Jenniffer,González-Colón,115,house,Republican,PR,0,0,0,0.0,2017-01-03,1,,F,1976-08-05
G000289,Bob,Goodlatte,115,house,Republican,VA,6,12,12,24.0,1993-01-05,1,,M,1952-09-22
G000565,Paul,Gosar,115,house,Republican,AZ,4,3,3,6.0,2011-01-05,1,,M,1958-11-22
G000583,Josh,Gottheimer,115,house,Democrat,NJ,5,0,0,0.0,2017-01-03,1,,M,1975-03-08
G000566,Trey,Gowdy,115,house,Republican,SC,4,3,3,6.0,2011-01-05,1,,M,1964-08-22
G000377,Kay,Granger,115,house,Republican,TX,12,10,10,20.0,1997-01-07,1,,F,1943-01-18
G000546,Sam,Graves,115,house,Republican,MO,6,8,8,16.0,2001-01-03,1,,M,1963-11-07
G000560,Tom,Graves,115,house,Republican,GA,14,4,4,6.6,2010-06-08,1,,M,1970-02-03
G000577,Garret,Graves,115,house,Republican,LA,6,1,1,2.0,2015-01-06,1,,M,1972-01-31
G000553,Al,Green,115,house,Democrat,TX,9,6,6,12.0,2005-01-04,1,,M,1947-09-01
G000410,Gene,Green,115,house,Democrat,TX,29,12,12,24.0,1993-01-05,1,,M,1947-10-17
G000568,H.,Griffith,115,house,Republican,VA,9,3,3,6.0,2011-01-05,1,,M,1958-03-15
G000551,Raúl,Grijalva,115,house,Democrat,AZ,3,7,7,14.0,2003-01-07,1,,M,1948-02-19
G000576,Glenn,Grothman,115,house,Republican,WI,6,1,1,2.0,2015-01-06,1,,M,1955-07-03
G000558,Brett,Guthrie,115,house,Republican,KY,2,4,4,8.0,2009-01-06,1,,M,1964-02-18
G000535,Luis,Gutiérrez,115,house,Democrat,IL,4,12,12,24.0,1993-01-05,1,,M,1953-12-10
H001050,Colleen,Hanabusa,115,house,Democrat,HI,1,3,3,6.0,2011-01-05,1,,F,1951-05-04
H001078,Karen,Handel,115,house,Republican,GA,6,0,0,-0.5,2017-06-26,1,,F,1962-04-18
H001045,Gregg,Harper,115,house,Republican,MS,3,4,4,8.0,2009-01-06,1,,M,1956-06-01
H001052,Andy,Harris,115,house,Republican,MD,1,3,3,6.0,2011-01-05,1,,M,1957-01-25
H001053,Vicky,Hartzler,115,house,Republican,MO,4,3,3,6.0,2011-01-05,1,,F,1960-10-13
H000324,Alcee,Hastings,115,house,Democrat,FL,20,12,12,24.0,1993-01-05,1,,M,1936-09-05
H001064,Denny,Heck,115,house,Democrat,WA,10,2,2,4.0,2013-01-03,1,,M,1952-07-29
H001036,Jeb,Hensarling,115,house,Republican,TX,5,7,7,14.0,2003-01-07,1,,M,1957-05-29
H001082,Kevin,Hern,115,house,Republican,OK,1,0,0,-1.9,2018-11-13,1,,M,1961-12-04
H001056,Jaime,Herrera Beutler,115,house,Republican,WA,3,3,3,6.0,2011-01-05,1,,F,1978-11-03
H001071,Jody,Hice,115,house,Republican,GA,10,1,1,2.0,2015-01-06,1,,M,1960-04-22
H001077,Clay,Higgins,115,house,Republican,LA,3,0,0,0.0,2017-01-03,1,,M,1961-08-24
H001038,Brian,Higgins,115,house,Democrat,NY,26,6,6,12.0,2005-01-04,1,,M,1959-10-06
H001072,J.,Hill,115,house,Republican,AR,2,1,1,2.0,2015-01-06,1,,M,1956-12-05
H001047,James,Himes,115,house,Democrat,CT,4,4,4,8.0,2009-01-06,1,,M,1966-07-05
H001065,George,Holding,115,house,Republican,NC,2,2,2,4.0,2013-01-03,1,,M,1968-04-17
H001074,Trey,Hollingsworth,115,house,Republican,IN,9,0,0,0.0,2017-01-03,1,,M,1983-09-12
H000874,Steny,Hoyer,115,house,Democrat,MD,5,18,18,36.0,1981-01-05,1,,M,1939-06-14
H001067,Richard,Hudson,115,house,Republican,NC,8,2,2,4.0,2013-01-03,1,,M,1971-11-04
H001068,Jared,Huffman,115,house,Democrat,CA,2,2,2,4.0,2013-01-03,1,,M,1964-02-18
H001058,Bill,Huizenga,115,house,Republican,MI,2,3,3,6.0,2011-01-05,1,,M,1969-01-31
H001059,Randy,Hultgren,115,house,Republican,IL,14,3,3,6.0,2011-01-05,1,,M,1966-03-01
H001048,Duncan,Hunter,115,house,Republican,CA,50,4,4,8.0,2009-01-06,1,,M,1976-12-07
H001073,Will,Hurd,115,house,Republican,TX,23,1,1,2.0,2015-01-06,1,,M,1977-08-19
I000056,Darrell,Issa,115,house,Republican,CA,49,8,8,16.0,2001-01-03,1,,M,1953-11-01
J000032,Sheila,Jackson Lee,115,house,Democrat,TX,18,11,11,22.0,1995-01-04,1,,F,1950-01-12
J000298,Pramila,Jayapal,115,house,Democrat,WA,7,0,0,0.0,2017-01-03,1,,F,1965-09-21
J000294,Hakeem,Jeffries,115,house,Democrat,NY,8,2,2,4.0,2013-01-03,1,,M,1970-08-04
J000297,Evan,Jenkins,115,house,Republican,WV,3,1,1,2.0,2015-01-06,1,,M,1960-09-12
J000290,Lynn,Jenkins,115,house,Republican,KS,2,4,4,8.0,2009-01-06,1,,F,1963-06-10
J000288,Henry,Johnson,115,house,Democrat,GA,4,5,5,10.0,2007-01-04,1,,M,1954-10-02
J000299,Mike,Johnson,115,house,Republican,LA,4,0,0,0.0,2017-01-03,1,,M,1972-01-30
J000174,Sam,Johnson,115,house,Republican,TX,3,13,13,26.0,1991-01-03,1,,M,1930-10-11
J000126,Eddie,Johnson,115,house,Democrat,TX,30,12,12,24.0,1993-01-05,1,,F,1935-12-03
J000292,Bill,Johnson,115,house,Republican,OH,6,3,3,6.0,2011-01-05,1,,M,1954-11-10
J000303,Brenda,Jones,115,house,Democrat,MI,13,0,0,-1.9,2018-11-29,1,,F,1959-10-24
J000255,Walter,Jones,115,house,Republican,NC,3,11,11,22.0,1995-01-04,1,,M,1943-02-10
J000289,Jim,Jordan,115,house,Republican,OH,4,5,5,10.0,2007-01-04,1,,M,1964-02-17
J000295,David,Joyce,115,house,Republican,OH,14,2,2,4.0,2013-01-03,1,,M,1957-03-17
K000009,Marcy,Kaptur,115,house,Democrat,OH,9,17,17,34.0,1983-01-03,1,,F,1946-06-17
K000386,John,Katko,115,house,Republican,NY,24,1,1,2.0,2015-01-06,1,,M,1962-11-09
K000375,William,Keating,115,house,Democrat,MA,9,3,3,6.0,2011-01-05,1,,M,1952-09-06
K000376,Mike,Kelly,115,house,Republican,PA,3,3,3,6.0,2011-01-05,1,,M,1948-05-10
K000385,Robin,Kelly,115,house,Democrat,IL,2,2,2,3.7,2013-04-09,1,,F,1956-04-30
K000388,Trent,Kelly,115,house,Republican,MS,1,1,1,1.6,2015-06-09,1,,M,1966-03-01
K000379,Joseph,Kennedy,115,house,Democrat,MA,4,2,2,4.0,2013-01-03,1,,M,1980-10-04
K000389,Ro,Khanna,115,house,Democrat,CA,17,0,0,0.0,2017-01-03,1,,M,1976-09-13
K000390,Ruben,Kihuen,115,house,Democrat,NV,4,0,0,0.0,2017-01-03,1,,M,1980-04-25
K000380,Daniel,Kildee,115,house,Democrat,MI,5,2,2,4.0,2013-01-03,1,,M,1958-08-11
K000381,Derek,Kilmer,115,house,Democrat,WA,6,2,2,4.0,2013-01-03,1,,M,1974-01-01
K000188,Ron,Kind,115,house,Democrat,WI,3,10,10,20.0,1997-01-07,1,,M,1963-03-16
K000210,Peter,King,115,house,Republican,NY,2,12,12,24.0,1993-01-05,1,,M,1944-04-05
K000362,Steve,King,115,house,Republican,IA,4,7,7,14.0,2003-01-07,1,,M,1949-05-28
K000378,Adam,Kinzinger,115,house,Republican,IL,16,3,3,6.0,2011-01-05,1,,M,1978-02-27
