bioguide_id,committee_name,policy_area
L000566,Committee on Science,Technology
L000566,Committee on Veterans' Affairs,Social Welfare
L000566,Committee on the Judiciary,Law and Crime
L000566,Committee on Agriculture,Agriculture
L000566,Committee on Public Works,
L000566,Committee on Environment and Public Works,Environment
L000566,Committee on House Administration,Government Operations
L000567,Committee on Appropriations,Macroeconomics
L000567,Committee on Public Works,
L000567,"Committee on Banking, Housing, and Urban Affairs",Housing
L000567,Committee on Transportation and Infrastructure,Transportation
L000567,Committee on Financial Services,Domestic Commerce
L000567,Committee on Armed Services,Defense
L000567,House Permanent Select Committee on Intelligence,Defense
L000567,Select Committee on Intelligence,Defense
L000567,Committee on Foreign Affairs,International Affairs
L000567,Committee on Energy and Commerce,Energy
L000567,Committee on Ways and Means,Macroeconomics
L000567,"Committee on Science, Space, and Technology",Technology
L000567,Committee on Education and the Workforce,Education
L000567,Committee on the Budget,Macroeconomics
L000567,Committee on Energy and Natural Resources,Energy
L000567,Committee on Rules,Government Operations
L000567,Joint Committee on Taxation,Macroeconomics
L000567,Committee on the Judiciary,Law and Crime
L000567,Permanent Select Committee on Intelligence,Defense
L000567,Select Committee on the Events Surrounding the 2012 Terrorist Attack in Benghazi,
L000567,Committee on Homeland Security,Defense
L000567,Committee on International Relations,
L000567,Committee on Foreign Relations,International Affairs
L000567,Committee on Oversight and Government Reform,Government Operations
L000567,"Committee on Health, Education, Labor, and Pensions",Health
L000567,Committee on Banking and Currency,
L000567,Committee on Natural Resources,Public Lands
L000567,Committee on Environment and Public Works,Environment
L000567,"Committee on Commerce, Science, and Transportation",Domestic Commerce
L000567,Committee on Commerce,Domestic Commerce
L000567,Committee on Science,Technology
L000567,Committee on Homeland Security and Governmental Affairs,Government Operations
L000567,Committee on Education and Labor,Education
L000567,Committee on Finance,Macroeconomics
L000567,Committee on Indian Affairs,Civil Rights
L000569,Committee on Financial Services,Domestic Commerce
L000569,Committee on Appropriations,Macroeconomics
L000569,"Committee on Banking, Housing, and Urban Affairs",Housing
L000569,Committee on Veterans' Affairs,Social Welfare
L000569,Committee on the Judiciary,Law and Crime
L000569,Committee on Oversight and Government Reform,Government Operations
L000569,Committee on Small Business,Domestic Commerce
L000569,Committee on Rules,Government Operations
L000569,Committee on Ways and Means,Macroeconomics
L000570,"Committee on Science, Space, and Technology",Technology
L000570,Committee on Education and the Workforce,Education
L000570,Committee on Oversight and Government Reform,Government Operations
L000570,Committee on Energy and Commerce,Energy
L000570,Committee on Science and Technology,
L000570,Committee on Appropriations,Macroeconomics
L000570,Committee on Commerce,Domestic Commerce
L000570,Committee on Science,Technology
L000570,Committee on Education and Labor,Education
L000570,"Committee on Commerce, Science, and Transportation",Domestic Commerce
L000570,Committee on Foreign Affairs,International Affairs
L000570,Committee on Foreign Relations,International Affairs
L000570,Committee on Energy and Natural Resources,Energy
L000570,Committee on Natural Resources,Public Lands
L000570,Committee on Agriculture,Agriculture
L000570,Committee on Veterans' Affairs,Social Welfare
L000570,Committee on Homeland Security and Governmental Affairs,Government Operations
L000570,Committee on Homeland Security,Defense
L000570,"Committee on Health, Education, Labor, and Pensions",Health
L000570,Committee on the Judiciary,Law and Crime
L000570,Committee on Finance,Macroeconomics
L000570,Committee on Ways and Means,Macroeconomics
L000571,Committee on Energy and Commerce,Energy
L000571,Committee on Energy and Natural Resources,Energy
L000571,Committee on Transportation and Infrastructure,Transportation
L000571,Committee on Armed Services,Defense
L000571,Committee on Foreign Relations,International Affairs
L000571,Committee on Foreign Affairs,International Affairs
L000571,Committee on Homeland Security,Defense
L000571,Committee on the Judiciary,Law and Crime
L000571,Committee on Natural Resources,Public Lands
L000571,Committee on Appropriations,Macroeconomics
L000571,"Committee on Science, Space, and Technology",Technology
L000571,Committee on Agriculture,Agriculture
L000571,Ad Hoc Committee on Energy,
L000571,"Committee on Agriculture, Nutrition, and Forestry",Agriculture
L000571,"Committee on Commerce, Science, and Transportation",Domestic Commerce
L000571,Committee on Commerce,Domestic Commerce
L000571,Committee on Science,Technology
L000571,Committee on Education and the Workforce,Education
L000571,Committee on Small Business,Domestic Commerce
L000571,Committee on Small Business and Entrepreneurship,Domestic Commerce
L000571,Committee on Ways and Means,Macroeconomics
L000571,Committee on Finance,Macroeconomics
L000571,Committee on Oversight,Government Operations
L000573,Committee on Homeland Security,Defense
L000573,Committee on Homeland Security and Governmental Affairs,Government Operations
L000573,"Committee on Commerce, Science, and Transportation",Domestic Commerce
L000573,Committee on Transportation and Infrastructure,Transportation
L000573,Committee on Appropriations,Macroeconomics
L000573,Committee on Natural Resources,Public Lands
L000573,Committee on Education and the Workforce,Education
L000573,Committee on the Judiciary,Law and Crime
L000573,Committee on Small Business,Domestic Commerce
L000573,Ad Hoc Committee on Energy,
L000573,Committee on Small Business and Entrepreneurship,Domestic Commerce
L000573,Committee on Ways and Means,Macroeconomics
L000573,Committee on Energy and Natural Resources,Energy
L000573,Committee on Finance,Macroeconomics
L000575,Committee on the Budget,Macroeconomics
L000575,Select Committee on Intelligence,Defense
L000575,Committee on Foreign Relations,International Affairs
L000575,Committee on the Judiciary,Law and Crime
L000575,Committee on Finance,Macroeconomics
L000575,Joint Committee on Taxation,Macroeconomics
L000575,Committee on Ways and Means,Macroeconomics
L000575,Committee on Armed Services,Defense
L000575,"Committee on Health, Education, Labor, and Pensions",Health
L000575,Committee on Education and the Workforce,Education
L000575,Committee on Indian Affairs,Civil Rights
L000575,Committee on Natural Resources,Public Lands
L000575,Special Committee on Aging,Social Welfare
L000575,Committee on Veterans' Affairs,Social Welfare
L000575,Committee on Appropriations,Macroeconomics
L000575,"Committee on Agriculture, Nutrition, and Forestry",Agriculture
L000575,Committee on Agriculture,Agriculture
L000575,"Committee on Commerce, Science, and Transportation",Domestic Commerce
L000575,Committee on Homeland Security and Governmental Affairs,Government Operations
L000575,"Committee on Banking, Housing, and Urban Affairs",Housing
L000575,Committee on Education,Education
L000575,Committee on Commerce,Domestic Commerce
L000575,Committee on Energy and Natural Resources,Energy
L000575,Committee on Interior and Insular Affairs,
L000575,Committee on Environment and Public Works,Environment
L000575,Committee on Transportation and Infrastructure,Transportation
L000575,Committee on Oversight and Government Reform,Government Operations
L000575,Committee on Homeland Security,Defense
L000575,Committee on Rules and Administration,Government Operations
L000575,Committee on House Administration,Government Operations
L000575,Committee on Energy and Commerce,Energy
L000576,Committee on Energy and Commerce,Energy
L000576,Committee on Ways and Means,Macroeconomics
L000576,"Committee on Science, Space, and Technology",Technology
L000576,Committee on Rules,Government Operations
L000576,Committee on the Budget,Macroeconomics
L000576,Committee on Transportation and Infrastructure,Transportation
L000576,Committee on Natural Resources,Public Lands
L000576,Committee on Appropriations,Macroeconomics
L000576,Committee on Environment and Public Works,Environment
L000576,Committee on Public Works,
L000577,Committee on Environment and Public Works,Environment
L000577,Committee on Appropriations,Macroeconomics
L000577,Committee on the Judiciary,Law and Crime
L000577,"Committee on Health, Education, Labor, and Pensions",Health
L000577,Committee on Finance,Macroeconomics
L000577,Joint Committee on Taxation,Macroeconomics
L000577,Committee on Rules and Administration,Government Operations
L000577,"Committee on Banking, Housing, and Urban Affairs",Housing
L000577,Committee on the Budget,Macroeconomics
L000577,Committee on Energy and Natural Resources,Energy
L000577,Committee on Natural Resources,Public Lands
L000577,"Committee on Commerce, Science, and Transportation",Domestic Commerce
L000577,Special Committee on Aging,Social Welfare
L000577,Committee on Homeland Security and Governmental Affairs,Government Operations
L000577,Committee on Armed Services,Defense
L000577,Select Committee on Intelligence,Defense
L000577,House Permanent Select Committee on Intelligence,Defense
L000577,Committee on Foreign Relations,International Affairs
L000577,Committee on Foreign Affairs,International Affairs
L000577,Committee on Veterans' Affairs,Social Welfare
L000577,Joint Select Committee on Deficit Reduction,
L000577,Committee on Commerce,Domestic Commerce
L000577,Committee on Education,Education
L000577,Committee on Small Business and Entrepreneurship,Domestic Commerce
L000577,Committee on Transportation and Infrastructure,Transportation
L000577,Committee on Energy and Commerce,Energy
L000577,Committee on Education and the Workforce,Education
L000577,Committee on Ways and Means,Macroeconomics
L000577,Committee on Science and Technology,
L000578,Committee on Homeland Security,Defense
L000578,Committee on Homeland Security and Governmental Affairs,Government Operations
L000578,"Committee on Commerce, Science, and Transportation",Domestic Commerce
L000578,Committee on Transportation and Infrastructure,Transportation
L000578,Committee on Appropriations,Macroeconomics
L000578,Committee on the Judiciary,Law and Crime
L000578,Committee on Rules,Government Operations
L000578,Committee on Ways and Means,Macroeconomics
L000578,Committee on Veterans' Affairs,Social Welfare
L000578,Committee on Armed Services,Defense
L000578,Committee on Foreign Affairs,International Affairs
L000578,Committee on Foreign Relations,International Affairs
L000578,Committee on Energy and Natural Resources,Energy
L000578,"Committee on Science, Space, and Technology",Technology
L000578,Committee on Agriculture,Agriculture
L000578,"Committee on Agriculture, Nutrition, and Forestry",Agriculture
L000578,Committee on Financial Services,Domestic Commerce
L000578,Committee on Natural Resources,Public Lands
L000578,Committee on Education and the Workforce,Education
L000578,Committee on the Budget,Macroeconomics
L000578,Committee on Energy and Commerce,Energy
L000578,Committee on Environment and Public Works,Environment
L000578,"Committee on Banking, Housing, and Urban Affairs",Housing
L000578,Committee on Commerce,Domestic Commerce
L000578,Committee on Science,Technology
L000578,Committee on Finance,Macroeconomics
L000578,Committee on Public Works,
L000578,Joint Committee on Printing,
L000578,"Committee on Health, Education, Labor, and Pensions",Health
L000578,House Permanent Select Committee on Intelligence,Defense
L000578,Select Committee on Intelligence,Defense
L000578,Ad Hoc Committee on Energy,
L000578,Committee on Oversight,Government Operations
L000578,Committee on Indian Affairs,Civil Rights
L000579,Committee on Rules,Government Operations
L000579,Committee on the Judiciary,Law and Crime
L000579,Committee on Ways and Means,Macroeconomics
L000579,Committee on Appropriations,Macroeconomics
L000579,Committee on Veterans' Affairs,Social Welfare
L000579,"Committee on Science, Space, and Technology",Technology
L000579,Committee on Education and the Workforce,Education
L000579,Committee on Oversight and Government Reform,Government Operations
L000579,Committee on Energy and Commerce,Energy
L000579,Committee on Science and Technology,
L000579,Committee on Commerce,Domestic Commerce
L000579,Committee on Science,Technology
L000579,Committee on Education and Labor,Education
L000579,"Committee on Commerce, Science, and Transportation",Domestic Commerce
L000579,Committee on Foreign Affairs,International Affairs
L000579,Committee on Foreign Relations,International Affairs
L000579,Committee on Energy and Natural Resources,Energy
L000579,Committee on Natural Resources,Public Lands
L000579,Committee on Armed Services,Defense
L000579,House Permanent Select Committee on Intelligence,Defense
L000579,Select Committee on Intelligence,Defense
L000579,Committee on Financial Services,Domestic Commerce
L000579,Committee on Homeland Security,Defense
L000579,Committee on Agriculture,Agriculture
L000579,Ad Hoc Committee on Energy,
L000579,"Committee on Agriculture, Nutrition, and Forestry",Agriculture
L000579,Committee on the Budget,Macroeconomics
L000579,Committee on Homeland Security and Governmental Affairs,Government Operations
L000579,Committee on Small Business,Domestic Commerce
L000580,Committee on the Budget,Macroeconomics
L000580,Committee on Ways and Means,Macroeconomics
L000580,Committee on Financial Services,Domestic Commerce
L000580,Committee on Education and the Workforce,Education
L000580,Committee on Armed Services,Defense
L000580,Committee on Rules,Government Operations
L000580,Committee on Transportation and Infrastructure,Transportation
L000580,Committee on Oversight and Government Reform,Government Operations
L000580,Committee on the Judiciary,Law and Crime
L000580,Committee on Appropriations,Macroeconomics
L000580,House Permanent Select Committee on Intelligence,Defense
L000580,Select Committee on Intelligence,Defense
L000580,Committee on Agriculture,Agriculture
L000580,Committee on Natural Resources,Public Lands
L000580,Ad Hoc Committee on Energy,
L000580,"Committee on Agriculture, Nutrition, and Forestry",Agriculture
L000580,Committee on Energy and Natural Resources,Energy
L000580,Committee on Energy and Commerce,Energy
L000580,Committee on Veterans' Affairs,Social Welfare
L000580,Committee on Homeland Security and Governmental Affairs,Government Operations
L000581,Committee on Rules,Government Operations
L000581,Committee on the Judiciary,Law and Crime
L000581,Committee on Ways and Means,Macroeconomics
L000581,Committee on Appropriations,Macroeconomics
L000581,Committee on Oversight and Government Reform,Government Operations
L000581,Committee on Oversight,Government Operations
L000581,Committee on the Budget,Macroeconomics
L000581,Committee on Financial Services,Domestic Commerce
L000581,Committee on Homeland Security and Governmental Affairs,Government Operations
L000581,Committee on Education and the Workforce,Education
L000581,Committee on Education,Education
L000581,"Committee on Health, Education, Labor, and Pensions",Health
L000581,Committee on Natural Resources,Public Lands
L000581,Committee on Education and Labor,Education
L000581,Committee on Indian Affairs,Civil Rights
L000581,Committee on Transportation and Infrastructure,Transportation
L000581,Committee on Armed Services,Defense
L000581,Committee on Foreign Affairs,International Affairs
L000581,Committee on Foreign Relations,International Affairs
L000581,Committee on Energy and Natural Resources,Energy
L000581,"Committee on Science, Space, and Technology",Technology
L000581,Committee on Homeland Security,Defense
L000581,Committee on Small Business,Domestic Commerce
L000581,Committee on Small Business and Entrepreneurship,Domestic Commerce
L000581,Committee on Energy and Commerce,Energy
L000581,Committee on Agriculture,Agriculture
L000581,Ad Hoc Committee on Energy,
L000581,"Committee on Agriculture, Nutrition, and Forestry",Agriculture
L000581,Committee on Veterans' Affairs,Social Welfare
L000581,Committee on Environment and Public Works,Environment
L000581,Committee on Public Works,
L000582,Committee on Ways and Means,Macroeconomics
L000582,Committee on Homeland Security,Defense
L000582,Permanent Select Committee on Intelligence,Defense
L000582,Committee on Rules,Government Operations
L000582,Committee on Education and the Workforce,Education
L000582,Committee on Financial Services,Domestic Commerce
L000582,Committee on Appropriations,Macroeconomics
L000582,Committee on the Budget,Macroeconomics
L000582,Committee on Agriculture,Agriculture
L000582,Committee on Armed Services,Defense
L000582,Committee on Energy and Commerce,Energy
L000582,Committee on the Judiciary,Law and Crime
L000582,Committee on Natural Resources,Public Lands
L000582,Committee on Oversight and Government Reform,Government Operations
L000582,"Committee on Science, Space, and Technology",Technology
L000582,Committee on Transportation and Infrastructure,Transportation
L000582,Committee on Veterans' Affairs,Social Welfare
L000582,Committee on Foreign Affairs,International Affairs
L000582,Committee on House Administration,Government Operations
L000582,Committee on Small Business,Domestic Commerce
L000582,Joint Committee on Taxation,Macroeconomics
L000582,Committee on Science and Technology,
L000582,Committee on Commerce,Domestic Commerce
L000582,Committee on Science,Technology
L000582,Committee on Education and Labor,Education
L000582,"Committee on Commerce, Science, and Transportation",Domestic Commerce
L000582,Committee on Foreign Relations,International Affairs
L000582,Committee on Energy and Natural Resources,Energy
L000582,Select Committee on the Events Surrounding the 2012 Terrorist Attack in Benghazi,
L000582,Select Committee on Intelligence,Defense
L000582,Committee on Homeland Security and Governmental Affairs,Government Operations
L000582,House Permanent Select Committee on Intelligence,Defense
L000582,Committee on Oversight,Government Operations
L000582,Committee on Education,Education
L000583,Committee on Rules,Government Operations
L000583,Committee on Financial Services,Domestic Commerce
L000583,Committee on the Judiciary,Law and Crime
L000583,Committee on Appropriations,Macroeconomics
L000583,Committee on Homeland Security,Defense
L000583,Committee on Small Business,Domestic Commerce
L000583,"Committee on Science, Space, and Technology",Technology
L000583,Committee on Homeland Security and Governmental Affairs,Government Operations
L000583,Committee on Transportation and Infrastructure,Transportation
L000583,"Committee on Commerce, Science, and Transportation",Domestic Commerce
L000583,Committee on Education and the Workforce,Education
L000583,Committee on Oversight and Government Reform,Government Operations
L000583,Committee on Energy and Commerce,Energy
L000583,Committee on Science and Technology,
L000583,Committee on Commerce,Domestic Commerce
L000583,Committee on Science,Technology
L000583,Committee on Education and Labor,Education
L000583,Committee on Foreign Affairs,International Affairs
L000583,Committee on Foreign Relations,International Affairs
L000583,Committee on Energy and Natural Resources,Energy
L000583,House Permanent Select Committee on Intelligence,Defense
L000583,Committee on the Budget,Macroeconomics
L000583,Committee on Agriculture,Agriculture
L000583,Committee on Natural Resources,Public Lands
L000583,"Committee on Banking, Housing, and Urban Affairs",Housing
L000583,Committee on Ways and Means,Macroeconomics
L000583,Ad Hoc Committee on Energy,
L000583,Select Committee on Intelligence,Defense
L000584,Committee on Education and the Workforce,Education
L000584,Committee on Energy and Commerce,Energy
L000584,Committee on the Judiciary,Law and Crime
L000584,Committee on Ways and Means,Macroeconomics
L000584,"Committee on Health, Education, Labor, and Pensions",Health
L000584,Committee on Rules,Government Operations
L000584,Committee on the Budget,Macroeconomics
L000584,Committee on Agriculture,Agriculture
L000584,Committee on Natural Resources,Public Lands
L000584,Committee on Financial Services,Domestic Commerce
L000584,"Committee on Banking, Housing, and Urban Affairs",Housing
L000584,Committee on Oversight and Government Reform,Government Operations
L000584,Committee on House Administration,Government Operations
L000584,Select Investigative Panel of the Committee on Energy and Commerce,Energy
L000585,Committee on Education and the Workforce,Education
L000585,Committee on Ways and Means,Macroeconomics
L000585,Committee on Financial Services,Domestic Commerce
L000585,Committee on the Judiciary,Law and Crime
L000585,Committee on Appropriations,Macroeconomics
L000585,Committee on Energy and Commerce,Energy
L000585,Committee on Science and Technology,
L000585,"Committee on Science, Space, and Technology",Technology
L000585,Committee on Science,Technology
L000585,"Committee on Commerce, Science, and Transportation",Domestic Commerce
L000585,"Committee on Health, Education, Labor, and Pensions",Health
M000087,"Committee on Banking, Housing, and Urban Affairs",Housing
M000087,Committee on Financial Services,Domestic Commerce
M000087,Committee on Agriculture,Agriculture
M000087,Committee on Transportation and Infrastructure,Transportation
M000087,Committee on Energy and Commerce,Energy
M000087,Committee on Homeland Security,Defense
M000087,Committee on Homeland Security and Governmental Affairs,Government Operations
M000087,"Committee on Commerce, Science, and Transportation",Domestic Commerce
M000087,Committee on Appropriations,Macroeconomics
M000087,Committee on the Judiciary,Law and Crime
M000087,Committee on Rules,Government Operations
M000087,Committee on Ways and Means,Macroeconomics
M000087,Committee on Education and the Workforce,Education
M000087,Committee on the Budget,Macroeconomics
M000087,Committee on Armed Services,Defense
M000087,Committee on Natural Resources,Public Lands
M000087,Committee on Oversight and Government Reform,Government Operations
M000087,"Committee on Science, Space, and Technology",Technology
M000087,Committee on Veterans' Affairs,Social Welfare
M000087,Committee on Foreign Affairs,International Affairs
M000087,Committee on House Administration,Government Operations
M000087,Committee on Small Business,Domestic Commerce
M000087,Joint Committee on Taxation,Macroeconomics
M000087,Committee on Foreign Relations,International Affairs
M000087,Committee on Energy and Natural Resources,Energy
M000087,Select Committee on Energy Independence and Global Warming,
M000087,Select Committee on the Events Surrounding the 2012 Terrorist Attack in Benghazi,
M000087,Committee on Oversight,Government Operations
M000087,Ad Hoc Committee on Energy,
M000087,Committee on Small Business and Entrepreneurship,Domestic Commerce
M000087,Committee on Finance,Macroeconomics
M000133,Committee on Energy and Commerce,Energy
M000133,Committee on Energy and Natural Resources,Energy
M000133,Select Committee on Intelligence,Defense
M000133,"Committee on Health, Education, Labor, and Pensions",Health
M000133,Special Committee on Aging,Social Welfare
M000133,Committee on Foreign Relations,International Affairs
M000133,"Committee on Commerce, Science, and Transportation",Domestic Commerce
M000133,Committee on the Budget,Macroeconomics
M000133,Committee on Appropriations,Macroeconomics
M000133,Joint Committee on Taxation,Macroeconomics
M000133,Committee on Finance,Macroeconomics
M000133,Committee on Armed Services,Defense
M000133,Committee on Natural Resources,Public Lands
M000133,Committee on Foreign Affairs,International Affairs
M000133,Committee on Education and the Workforce,Education
M000133,Committee on Indian Affairs,Civil Rights
M000133,Committee on Veterans' Affairs,Social Welfare
M000133,Committee on Environment and Public Works,Environment
M000133,Committee on Ways and Means,Macroeconomics
M000133,Committee on the Judiciary,Law and Crime
M000133,"Committee on Banking, Housing, and Urban Affairs",Housing
M000133,House Permanent Select Committee on Intelligence,Defense
M000133,Committee on Transportation and Infrastructure,Transportation
M000133,Committee on Interior and Insular Affairs,
M000133,"Committee on Agriculture, Nutrition, and Forestry",Agriculture
M000133,Committee on Agriculture,Agriculture
M000133,Committee on Homeland Security and Governmental Affairs,Government Operations
M000133,Select Committee on Energy Independence and Global Warming,
M000303,Committee on Armed Services,Defense
M000303,"Committee on Health, Education, Labor, and Pensions",Health
M000303,Committee on Education and the Workforce,Education
M000303,Committee on Finance,Macroeconomics
M000303,Committee on the Judiciary,Law and Crime
M000303,Committee on the Budget,Macroeconomics
M000303,Committee on Appropriations,Macroeconomics
M000303,Committee on Indian Affairs,Civil Rights
M000303,Committee on Veterans' Affairs,Social Welfare
M000303,Committee on Energy and Natural Resources,Energy
M000303,Joint Committee on Taxation,Macroeconomics
M000303,"Committee on Commerce, Science, and Transportation",Domestic Commerce
M000303,Special Committee on Aging,Social Welfare
M000303,Committee on Homeland Security and Governmental Affairs,Government Operations
M000303,Committee on Environment and Public Works,Environment
M000303,Select Committee on Intelligence,Defense
M000303,House Permanent Select Committee on Intelligence,Defense
M000303,Committee on Foreign Relations,International Affairs
M000303,Committee on Foreign Affairs,International Affairs
M000303,"Committee on Agriculture, Nutrition, and Forestry",Agriculture
M000303,Committee on Small Business and Entrepreneurship,Domestic Commerce
M000303,Committee on Homeland Security,Defense
M000303,Committee on Transportation and Infrastructure,Transportation
M000303,Committee on Natural Resources,Public Lands
M000303,Committee on Oversight and Government Reform,Government Operations
M000303,"Committee on Banking, Housing, and Urban Affairs",Housing
M000303,Committee on Commerce,Domestic Commerce
M000303,Committee on Small Business,Domestic Commerce
M000303,Committee on Agriculture,Agriculture
M000312,Joint Committee on Taxation,Macroeconomics
M000312,Committee on the Budget,Macroeconomics
M000312,Joint Committee on Internal Revenue Taxation,
M000312,Committee on Rules,Government Operations
M000312,Committee on Energy and Commerce,Energy
M000312,Committee on Financial Services,Domestic Commerce
M000312,"Committee on Science, Space, and Technology",Technology
M000312,Committee on Ways and Means,Macroeconomics
M000312,Committee on the Judiciary,Law and Crime
M000312,Committee on Appropriations,Macroeconomics
M000312,Committee on Oversight and Government Reform,Government Operations
M000312,Permanent Select Committee on Intelligence,Defense
M000312,Committee on Agriculture,Agriculture
M000312,Committee on Armed Services,Defense
M000312,Committee on Foreign Affairs,International Affairs
M000312,Committee on Transportation and Infrastructure,Transportation
M000312,Committee on House Administration,Government Operations
M000312,Committee on Standards of Official Conduct,Government Operations
M000312,Committee on Ethics,Government Operations
M000312,Committee on Natural Resources,Public Lands
M000312,Committee on Homeland Security,Defense
M000312,Committee on Education and the Workforce,Education
M000312,Committee on Foreign Relations,International Affairs
M000312,Committee on Commerce,Domestic Commerce
M000312,Committee on Science,Technology
M000312,Ad Hoc Committee on Energy,
M000312,"Committee on Health, Education, Labor, and Pensions",Health
M000312,Committee on Small Business,Domestic Commerce
M000312,Committee on Small Business and Entrepreneurship,Domestic Commerce
M000312,Select Committee on Intelligence,Defense
M000312,House Permanent Select Committee on Intelligence,Defense
M000312,"Committee on Commerce, Science, and Transportation",Domestic Commerce
M000312,Committee on Energy and Natural Resources,Energy
M000312,Committee on Homeland Security and Governmental Affairs,Government Operations
M000312,Committee of the Whole House on the State of the Union,
M000312,Committee on Finance,Macroeconomics
M000312,Committee on Veterans' Affairs,Social Welfare
M000312,Committee on Government Operations,
M000355,Committee on Appropriations,Macroeconomics
M000355,"Committee on Agriculture, Nutrition, and Forestry",Agriculture
M000355,Committee on Armed Services,Defense
M000355,"Committee on Banking, Housing, and Urban Affairs",Housing
M000355,Committee on the Budget,Macroeconomics
M000355,"Committee on Commerce, Science, and Transportation",Domestic Commerce
M000355,Committee on Energy and Natural Resources,Energy
M000355,Committee on Environment and Public Works,Environment
M000355,Committee on Finance,Macroeconomics
M000355,Committee on Foreign Relations,International Affairs
M000355,"Committee on Health, Education, Labor, and Pensions",Health
M000355,Committee on Homeland Security and Governmental Affairs,Government Operations
M000355,Committee on the Judiciary,Law and Crime
M000355,Committee on Rules and Administration,Government Operations
M000355,Committee on Small Business and Entrepreneurship,Domestic Commerce
M000355,Committee on Veterans' Affairs,Social Welfare
M000355,Committee on Indian Affairs,Civil Rights
M000355,Select Committee on Ethics,Government Operations
M000355,Select Committee on Intelligence,Defense
M000355,Special Committee on Aging,Social Welfare
M000355,Committee on Energy and Commerce,Energy
M000355,Committee on Homeland Security,Defense
M000355,Committee on Transportation and Infrastructure,Transportation
M000355,Committee on Foreign Affairs,International Affairs
M000355,Committee on Natural Resources,Public Lands
M000355,Joint Committee on Taxation,Macroeconomics
M000355,House Permanent Select Committee on Intelligence,Defense
M000355,Committee on Financial Services,Domestic Commerce
M000355,Committee on Ways and Means,Macroeconomics
M000355,Committee on Oversight and Government Reform,Government Operations
M000355,Committee on Education and the Workforce,Education
M000355,Joint Select Committee on Deficit Reduction,
M000355,Committee on Education,Education
M000355,"Committee on Science, Space, and Technology",Technology
M000355,Committee on Small Business,Domestic Commerce
M000355,Committee on House Administration,Government Operations
M000355,Joint Committee on the Library,
M000355,Joint Committee on Printing,
M000355,Committee on Commerce,Domestic Commerce
M000355,Committee on Agriculture,Agriculture
M000355,Committee on Rules,Government Operations
M000404,Joint Committee on Taxation,Macroeconomics
M000404,Committee on Ways and Means,Macroeconomics
M000404,Committee on Education and the Workforce,Education
M000404,Committee on Small Business,Domestic Commerce
M000404,Committee on Foreign Relations,International Affairs
M000404,Committee on Energy and Commerce,Energy
M000404,Committee on the Judiciary,Law and Crime
M000404,Committee on Appropriations,Macroeconomics
M000404,Committee on the Budget,Macroeconomics
M000404,Committee on Financial Services,Domestic Commerce
M000404,Committee on Armed Services,Defense
M000404,Committee on Agriculture,Agriculture
M000404,Committee on Homeland Security,Defense
M000404,Committee on Natural Resources,Public Lands
M000404,Committee on Oversight and Government Reform,Government Operations
M000404,"Committee on Science, Space, and Technology",Technology
M000404,Committee on Transportation and Infrastructure,Transportation
M000404,Committee on Veterans' Affairs,Social Welfare
M000404,Committee on Foreign Affairs,International Affairs
M000404,Committee on House Administration,Government Operations
M000404,Committee on Finance,Macroeconomics
M000404,House Permanent Select Committee on Intelligence,Defense
M000404,Permanent Select Committee on Intelligence,Defense
M000404,Committee on Rules,Government Operations
M000404,Select Committee on the Events Surrounding the 2012 Terrorist Attack in Benghazi,
M000404,Select Committee on Intelligence,Defense
M000404,Committee on Homeland Security and Governmental Affairs,Government Operations
M000404,"Committee on Agriculture, Nutrition, and Forestry",Agriculture
M000404,Committee on Energy and Natural Resources,Energy
M000404,"Committee on Banking, Housing, and Urban Affairs",Housing
M000404,Committee on Environment and Public Works,Environment
M000404,"Committee on Commerce, Science, and Transportation",Domestic Commerce
M000404,Committee on Science and Technology,
M000404,Committee on Commerce,Domestic Commerce
M000404,Committee on Science,Technology
M000404,Committee on Rules and Administration,Government Operations
M000404,Joint Committee on the Library,
M000404,Committee on International Relations,
M000404,Committee on Public Works,
M000404,Committee on Education and Labor,Education
M000404,"Committee on Health, Education, Labor, and Pensions",Health
M000639,Committee on Energy and Commerce,Energy
M000639,Committee on Energy and Natural Resources,Energy
M000639,Committee on Environment and Public Works,Environment
M000639,Select Committee on Intelligence,Defense
M000639,Committee on Foreign Relations,International Affairs
M000639,Committee on the Judiciary,Law and Crime
M000639,Committee on the Budget,Macroeconomics
M000639,Joint Committee on Taxation,Macroeconomics
M000639,"Committee on Commerce, Science, and Transportation",Domestic Commerce
M000639,Special Committee on Aging,Social Welfare
M000639,"Committee on Health, Education, Labor, and Pensions",Health
M000639,Committee on Finance,Macroeconomics
M000639,Committee on Appropriations,Macroeconomics
M000639,Committee on Foreign Affairs,International Affairs
M000639,Committee on Armed Services,Defense
M000639,Committee on Veterans' Affairs,Social Welfare
M000639,Committee on Natural Resources,Public Lands
M000639,House Permanent Select Committee on Intelligence,Defense
M000639,Committee on Education and the Workforce,Education
M000639,Committee on Homeland Security and Governmental Affairs,Government Operations
M000639,Committee on Oversight and Government Reform,Government Operations
M000639,"Committee on Agriculture, Nutrition, and Forestry",Agriculture
M000639,Committee on Homeland Security,Defense
M000639,"Committee on Banking, Housing, and Urban Affairs",Housing
M000639,Committee on Ways and Means,Macroeconomics
M000639,Committee on Agriculture,Agriculture
M000639,Committee on Transportation and Infrastructure,Transportation
M000689,Committee on Rules,Government Operations
