interest_group,org_id,original_name,original_name_2,similarity_score,current_name,current_name_2,acronym,acronym_2,active,name_match,helper_1,helper_2,helper_3
International Kitchen Exhaust Cleaning Association,7361,International Kitchen Exhaust Cleaning Association,International Kitchen Exhaust Cleaning Association,100,Kitchen exhaust cleaning,Kitchen exhaust cleaning,,IKECA,TRUE,FALSE,FALSE,FALSE,TRUE
International Parking Institute,7374,International Parking Institute,International Parking Institute,100,Parking,,ITE,IPI,TRUE,FALSE,FALSE,TRUE,TRUE
International Snowmobile Manufacturers Association,7383,International Snowmobile Manufacturers Association,International Snowmobile Manufacturers Association,100,Snowmobile,,,ISMA,TRUE,FALSE,FALSE,TRUE,TRUE
International Society for Experimental Hematology,7384,International Society for Experimental Hematology,International Society for Experimental Hematology,75,Society for Hematology and Stem Cells,,ISEH,ISEH,TRUE,FALSE,FALSE,TRUE,FALSE
International Society for Quality of Life Research,7386,International Society for Quality of Life Research,International Society for Quality of Life Research,100,Quality of Life Research,,,ISOQOL,TRUE,FALSE,FALSE,TRUE,TRUE
International Society for Technology in Education,7387,International Society for Technology in Education,International Society for Technology in Education,100,International Society for Technology in Education,,ISTE,ISTE,TRUE,TRUE,FALSE,TRUE,FALSE
International Swaps and Derivatives Dealers Association,7392,International Swaps and Derivatives Dealers Association,International Swaps and Derivatives Dealers Association,100,International Swaps and Derivatives Association,International Swaps and Derivatives Association,,ISDA,TRUE,FALSE,FALSE,FALSE,TRUE
International Trademark Association,7398,International Trademark Association,International Trademark Association,100,International Trademark Association,International Trademark Association,USTA,INTA,TRUE,TRUE,FALSE,FALSE,TRUE
International Warehouse Logistics Association,7403,International Warehouse Logistics Association,International Warehouse Logistics Association,100,Warehouse,,IWLA,IWLA,TRUE,FALSE,FALSE,TRUE,FALSE
Internet Advertising Bureau,7406,Internet Advertising Bureau,Internet Advertising Bureau,100,Internet Advertising Bureau,,,IAB,TRUE,TRUE,FALSE,TRUE,TRUE
Internet International Trade Council,7409,Internet International Trade Council,Internet International Trade Council,86,China Council for the Promotion of International Trade,China Council for the Promotion of International Trade,,IITC,TRUE,FALSE,FALSE,FALSE,TRUE
Interstate Council on Water Policy,7419,Interstate Council on Water Policy,Interstate Council on Water Policy,64,Interstate River Water Disputes Act,,,ICWP,TRUE,FALSE,FALSE,TRUE,TRUE
Intertribal Monitoring Association of Indian Trust Funds,7422,Intertribal Monitoring Association of Indian Trust Funds,Intertribal Monitoring Association of Indian Trust Funds,22,Elouise P. Cobell,,,ITMA,TRUE,FALSE,FALSE,TRUE,TRUE
Intertribal Timber Council,7423,Intertribal Timber Council,Intertribal Timber Council,34,Red Cloud's War,,,ITC,TRUE,FALSE,FALSE,TRUE,TRUE
Isleta Pueblo,7457,Isleta Pueblo,Isleta Pueblo,100,Pueblo of Isleta,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Jacobus Tenbroek Memorial Fund,7490,Jacobus Tenbroek Memorial Fund,Jacobus Tenbroek Memorial Fund,30,List of UC Berkeley School of Law alumni,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Jamestown-S'Klallam Indian Tribe,7498,Jamestown-S'Klallam Indian Tribe,Jamestown-S'Klallam Indian Tribe,88,Jamestown S'Klallam Tribe of Washington,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Jewelers of America,7527,Jewelers of America,Jewelers of America,100,Jewelers of America,Jewelers of America,,,TRUE,TRUE,FALSE,FALSE,FALSE
Jewish Guild for the Blind,7530,Jewish Guild for the Blind,Jewish Guild for the Blind,32,Eli M. Black,,ISBN,,TRUE,FALSE,FALSE,TRUE,TRUE
Jicarilla Apache Tribe,7531,Jicarilla Apache Tribe,Jicarilla Apache Tribe,100,Jicarilla Apache,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Job Opportunities Business Symposium,7535,Job Opportunities Business Symposium,Job Opportunities Business Symposium,49,Equal opportunity,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Joint Commission on the Accredidation of Health Care Organizations,7547,Joint Commission on the Accredidation of Health Care Organizations,Joint Commission on the Accredidation of Health Care Organizations,33,Accreditation,,,JCAHO,TRUE,FALSE,FALSE,TRUE,TRUE
"Joint Council of Allergy, Asthma and Immunology",7549,"Joint Council of Allergy, Asthma and Immunology","Joint Council of Allergy, Asthma and Immunology",100,Allergy,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Kaiser Family Foundation,7575,Kaiser Family Foundation,Kaiser Family Foundation,100,Kaiser Family Foundation,Kaiser Family Foundation,,,TRUE,TRUE,FALSE,FALSE,FALSE
Kansas Electric Power Cooperative,7588,Kansas Electric Power Cooperative,Kansas Electric Power Cooperative,75,Old Dominion Electric Cooperative,,ODEC,ODEC,TRUE,FALSE,FALSE,TRUE,FALSE
Kellogg Foundation,7615,Kellogg Foundation,Kellogg Foundation,100,W. K. Kellogg Foundation,,PAHO,PAHO,TRUE,FALSE,FALSE,TRUE,FALSE
Kenya Bombing Families,7631,Kenya Bombing Families,Kenya Bombing Families,46,1998 United States embassy bombings,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Ketchikan Public Utilities,7639,Ketchikan Public Utilities,Ketchikan Public Utilities,72,"Ketchikan, Alaska",,KPC,KPC,TRUE,FALSE,FALSE,TRUE,FALSE
Kickapoo Tribe of Oklahoma,7652,Kickapoo Tribe of Oklahoma,Kickapoo Tribe of Oklahoma,100,Kickapoo Tribe of Oklahoma,Kickapoo Tribe of Oklahoma,,,TRUE,TRUE,FALSE,FALSE,FALSE
"Komen Breast Cancer Foundation, The Susan G.",7694,"Komen Breast Cancer Foundation, The Susan G.","Komen Breast Cancer Foundation, The Susan G.",79,Susan G. Komen for the Cure,Susan G. Komen Breast Cancer Foundation,,,TRUE,FALSE,FALSE,TRUE,FALSE
"Koniag, Inc.",7700,"Koniag, Inc.",,75,"Koniag, Incorporated",,ANCSA,ANCSA,TRUE,FALSE,TRUE,TRUE,FALSE
LA I Coalition,7752,LA I Coalition,LA I Coalition,100,LA Coalition,LA Coalition,,,TRUE,FALSE,FALSE,FALSE,FALSE
Laborers Health & Safety Fund,7758,Laborers Health & Safety Fund,Laborers Health & Safety Fund,41,Laborer,,,LHSF,TRUE,FALSE,FALSE,TRUE,TRUE
Laborers-AGC Education and Training Fund,7760,Laborers-AGC Education and Training Fund,Laborers-AGC Education and Training Fund,31,Construction,Laborers-AGC,,,TRUE,FALSE,FALSE,TRUE,FALSE
Lake Carriers Association,7772,Lake Carriers Association,Lake Carriers Association,59,List of employer associations,,,LCA,TRUE,FALSE,FALSE,TRUE,TRUE
Lamaze International,7781,Lamaze International,Lamaze International,61,Lamaze technique,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Landmine Survivors,7791,Landmine Survivors,,35,International Campaign to Ban Landmines,,ERW,,TRUE,FALSE,TRUE,TRUE,TRUE
"Lao Veterans of America, Inc.",7797,"Lao Veterans of America, Inc.","Lao Veterans of America, Inc.",100,Lao Veterans of America,Lao Veterans of America,LVA,LVA,TRUE,FALSE,FALSE,FALSE,FALSE
Large Public Power Council,7802,Large Public Power Council,Large Public Power Council,36,Salt River Project,,LPPC,LLPC,TRUE,FALSE,FALSE,TRUE,TRUE
Las Vegas Paiute Tribe,7806,Las Vegas Paiute Tribe,,100,Las Vegas Tribe of Paiute Indians of the Las Vegas Indian Colony,,LDS,,TRUE,FALSE,TRUE,TRUE,TRUE
Lawton/Fort Sill Chamber of Commerce & Industry,7818,Lawton/Fort Sill Chamber of Commerce & Industry,Lawton/Fort Sill Chamber of Commerce & Industry,57,"Lawton, Oklahoma",Lawton Fort Sill Chamber of Commerce,,,TRUE,FALSE,FALSE,TRUE,FALSE
"Lea County Electric Cooperative, Inc.",7824,"Lea County Electric Cooperative, Inc.",,55,List of cooperatives,,,,TRUE,FALSE,TRUE,TRUE,FALSE
League of California Cities,7827,League of California Cities,League of California Cities,100,League of California Cities,League of California Cities,,,TRUE,TRUE,FALSE,FALSE,FALSE
"Learning Disabilities Association, The",7829,"Learning Disabilities Association, The",Learning Disabilities Association,64,Learning disability,,,LDA,TRUE,FALSE,TRUE,TRUE,TRUE
Leech Lake Tribal Council,7837,Leech Lake Tribal Council,Leech Lake Tribal Council,84,Leech Lake Tribal College,,AIHEC,,TRUE,FALSE,FALSE,TRUE,TRUE
Liberty Science Center,7873,Liberty Science Center,Liberty Science Center,100,Liberty Science Center,Liberty Science Center,LSC,,TRUE,TRUE,FALSE,FALSE,TRUE
Little River Band of Ottawa Indians,7901,Little River Band of Ottawa Indians,,100,Little River Band of Ottawa Indians,,,,TRUE,TRUE,TRUE,TRUE,FALSE
Little Traverse Bay Band of Odawa Indians,7902,Little Traverse Bay Band of Odawa Indians,,99,Little Traverse Bay Bands of Odawa Indians,,,,TRUE,FALSE,TRUE,TRUE,FALSE
Lower Brule Sioux Tribe,7979,Lower Brule Sioux Tribe,,65,Lower Brule Indian Reservation,,RWSS,,TRUE,FALSE,TRUE,TRUE,TRUE
Lower Elwha Klallam Tribe,7980,Lower Elwha Klallam Tribe,,100,Lower Elwha Klallam Tribe,,WSDOT,,TRUE,TRUE,TRUE,TRUE,TRUE
Lummi Indian Nation,7995,Lummi Indian Nation,,100,Lummi,,,,TRUE,FALSE,TRUE,TRUE,FALSE
"Lymphoma Research Foundation of America, Inc.",8006,"Lymphoma Research Foundation of America, Inc.",Lymphoma Research Foundation of America,48,Leukemia & Lymphoma Society,,,LRFA,TRUE,FALSE,TRUE,TRUE,TRUE
Maine Pulp & Paper Association,8042,Maine Pulp & Paper Association,Maine Pulp & Paper Association,63,Pulp and paper industry,,,MPPA,TRUE,FALSE,FALSE,TRUE,TRUE
Major League Baseball,8044,Major League Baseball,,100,Major League Baseball,,MLB,,TRUE,TRUE,TRUE,TRUE,TRUE
Major League Baseball Player Association,8045,Major League Baseball Player Association,Major League Baseball Player Association,99,Major League Baseball Players Association,Major League Baseball Players Association,,MLBPA,TRUE,FALSE,FALSE,FALSE,TRUE
Management Association for Private Photogrammetric Surveyors,8062,Management Association for Private Photogrammetric Surveyors,Management Association for Private Photogrammetric Surveyors,35,Walter Smith (land surveyor),,,MAPPS,TRUE,FALSE,FALSE,TRUE,TRUE
Maniilaq Association,8067,Maniilaq Association,Maniilaq Association,100,Maniilaq,,LLT,,TRUE,FALSE,FALSE,TRUE,TRUE
Manufacturing Jewelers and Suppliers of America,8072,Manufacturing Jewelers and Suppliers of America,Manufacturing Jewelers and Suppliers of America,68,American system of watch manufacturing,,,MJSA,TRUE,FALSE,FALSE,TRUE,TRUE
Maryland Association of the Deaf,8125,Maryland Association of the Deaf,Maryland Association of the Deaf,76,Maryland School for the Deaf,,,MDAD,TRUE,FALSE,FALSE,TRUE,TRUE
Mashantucket Pequot Tribal Nation,8134,Mashantucket Pequot Tribal Nation,,86,Mashantucket Pequot Tribe,,BIA,,TRUE,FALSE,TRUE,TRUE,TRUE
Massachusetts Hospital Association,8142,Massachusetts Hospital Association,Massachusetts Hospital Association,65,List of hospitals in Massachusetts,,,MHA,TRUE,FALSE,FALSE,TRUE,TRUE
Materials Research Society,8155,Materials Research Society,Materials Research Society,100,Materials Research Society,Materials Research Society,MRS,MRS,TRUE,TRUE,FALSE,FALSE,FALSE
Mauritius-US Business Association Inc.,8165,Mauritius-US Business Association Inc.,Mauritius-US Business Association Inc.,32,Intercontinental Exchange,Mauritius-US Business Association,,MUSBA,TRUE,FALSE,FALSE,TRUE,TRUE
"Mayaguez, Puerto Rico, Municipality of",8170,"Mayaguez, Puerto Rico, Municipality of",,73,"Mayagüez, Puerto Rico",,,,TRUE,FALSE,TRUE,TRUE,FALSE
Meals on Wheels Association of America,8192,Meals on Wheels Association of America,Meals on Wheels Association of America,100,Meals on Wheels Association of America,Meals on Wheels Association of America,,MOWAA,TRUE,TRUE,FALSE,FALSE,TRUE
Medical Imaging Contrast Agent Associations,8206,Medical Imaging Contrast Agent Associations,Medical Imaging Contrast Agent Associations,56,Medical ultrasound,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Medical Library Association/Association of Academic Health Sciences Library Dir,8208,Medical Library Association/Association of Academic Health Sciences Library Dir,Medical Library Association/Association of Academic Health Sciences Library Dir,31,Indiana University Bloomington,Medical Library Association,,,TRUE,FALSE,FALSE,TRUE,FALSE
Medicare Cost Contractors Alliance,8214,Medicare Cost Contractors Alliance,Medicare Cost Contractors Alliance,27,Max Baucus,,,MCCA,TRUE,FALSE,FALSE,TRUE,TRUE
Mercer Engineering Research Center,8255,Mercer Engineering Research Center,Mercer Engineering Research Center,52,Mercer University,,,MERC,TRUE,FALSE,FALSE,TRUE,TRUE
Metals Industry Recycling Coalition,8276,Metals Industry Recycling Coalition,Metals Industry Recycling Coalition,35,Electronic waste,,,MIRC,TRUE,FALSE,FALSE,TRUE,TRUE
Metlakatla Indian Community,8281,Metlakatla Indian Community,Metlakatla Indian Community,74,"Metlakatla, Alaska",,,,TRUE,FALSE,FALSE,TRUE,FALSE
Metropolitan Museum of Art,8301,Metropolitan Museum of Art,,100,Metropolitan Museum of Art,,,,TRUE,TRUE,TRUE,TRUE,FALSE
Middle East Water and Energy Resource Institute,8360,Middle East Water and Energy Resource Institute,Middle East Water and Energy Resource Institute,62,Renewable resource,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Mille Lacs Band of Ojibwe Indians,8376,Mille Lacs Band of Ojibwe Indians,,100,Mille Lacs Band of Ojibwe,,,,TRUE,FALSE,TRUE,TRUE,FALSE
Missouri River Energy Services,8420,Missouri River Energy Services,Missouri River Energy Services,100,Missouri River,,,MRES,TRUE,FALSE,FALSE,TRUE,TRUE
Mitretek Systems,8422,Mitretek Systems,,18,Noblis,,,,TRUE,FALSE,TRUE,TRUE,FALSE
Modesto/Turlock Irrigation Districts,8442,Modesto/Turlock Irrigation Districts,Modesto/Turlock Irrigation Districts,86,Modesto Irrigation District,,,,TRUE,FALSE,FALSE,TRUE,FALSE
Montana Land Reliance,8465,Montana Land Reliance,Montana Land Reliance,100,Montana Land Reliance,Montana Land Reliance,MLR,MLR,TRUE,TRUE,FALSE,FALSE,FALSE
Morongo Band of Mission Indians,8495,Morongo Band of Mission Indians,Morongo Band of Mission Indians,100,Morongo Band of Mission Indians,,,,TRUE,TRUE,FALSE,TRUE,FALSE
MOTE Marine Lab,8508,MOTE Marine Lab,MOTE Marine Lab,85,Mote Marine Laboratory,Mote Marine Laboratory,,,TRUE,TRUE,FALSE,FALSE,FALSE
Mothers Against Drunk Driving (MADD),8509,Mothers Against Drunk Driving (MADD),Mothers Against Drunk Driving,100,Mothers Against Drunk Driving,Mothers Against Drunk Driving,,MADD,TRUE,FALSE,TRUE,FALSE,TRUE
Municipal Castings Fair Trade Council,8542,Municipal Castings Fair Trade Council,Municipal Castings Fair Trade Council,22,Election,,,MCFTC,TRUE,FALSE,FALSE,TRUE,TRUE
Municipal Transit Operation Coalition,8546,Municipal Transit Operation Coalition,Municipal Transit Operation Coalition,24,Electric bus,,,MTOC,TRUE,FALSE,FALSE,TRUE,TRUE
Muscular Dystrophy Association,8552,Muscular Dystrophy Association,Muscular Dystrophy Association,100,Muscular Dystrophy Association,Muscular Dystrophy Association,MDA,MDA,TRUE,TRUE,FALSE,FALSE,FALSE
Museum of Science and Industry,8555,Museum of Science and Industry,,100,Museum of Science and Industry (Chicago),,MSI,MSI,TRUE,TRUE,TRUE,TRUE,FALSE
Museum of Science-Boston,8556,Museum of Science-Boston,,100,Museum of Science (Boston),,,MOS,TRUE,FALSE,TRUE,TRUE,TRUE
Museum Trustee Association,8557,Museum Trustee Association,Museum Trustee Association,48,American Alliance of Museums,,,MTA,TRUE,FALSE,FALSE,TRUE,TRUE
Mystic Seaport Museum,8566,Mystic Seaport Museum,Mystic Seaport Museum,100,Mystic Seaport,,,MSM,TRUE,FALSE,FALSE,TRUE,TRUE
NAMM: International Music Products Association,8578,NAMM: International Music Products Association,International Music Products Association,62,NAMM Show,,,NAMM,TRUE,FALSE,TRUE,TRUE,TRUE
"NARAS Foundation, The",8583,"NARAS Foundation, The",National Academy of Recording Arts and Sciences,47,Nara Dreamland,The Recording Academy,,NARAS,TRUE,FALSE,TRUE,TRUE,TRUE
NASA Aeronautics Support Team,8584,NASA Aeronautics Support Team,NASA Aeronautics Support Team,100,NASA,,,NAST,TRUE,FALSE,FALSE,TRUE,TRUE
National Air Duct Cleaners Association,8594,National Air Duct Cleaners Association,National Air Duct Cleaners Association,62,Duct (flow),,,NADCA,TRUE,FALSE,FALSE,TRUE,TRUE
National Alliance for Eye and Vision Research,8598,National Alliance for Eye and Vision Research,National Alliance for Eye and Vision Research,41,Foundation Fighting Blindness,,,NAEVR,TRUE,FALSE,FALSE,TRUE,TRUE
National Alliance for Infusion Therapy,8599,National Alliance for Infusion Therapy,National Alliance for Infusion Therapy,48,Seattle Cancer Care Alliance,,,NAIT,TRUE,FALSE,FALSE,TRUE,TRUE
National Alliance of Black School Educators,8601,National Alliance of Black School Educators,National Alliance of Black School Educators,100,National Alliance of Black School Educators,National Alliance of Black School Educators,NABSE,NABSE,TRUE,TRUE,FALSE,FALSE,FALSE
National Alliance of Blind Students,8602,National Alliance of Blind Students,National Alliance of Blind Students,65,Royal National Institute of Blind People,,,NABS,TRUE,FALSE,FALSE,TRUE,TRUE
National Alliance of Sexual Assault Coalitions,8603,National Alliance of Sexual Assault Coalitions,National Alliance of Sexual Assault Coalitions,60,2019 Pollachi sexual assault case,,,NASAC,TRUE,FALSE,FALSE,TRUE,TRUE
National Aquarium,8606,National Aquarium,,100,National Aquarium,,,,TRUE,TRUE,TRUE,TRUE,FALSE
National Armored Car Association,8607,National Armored Car Association,National Armored Car Association,45,M3 Scout Car,,,NACA,TRUE,FALSE,FALSE,TRUE,TRUE
National Association for Agricultural Stewardship,8609,National Association for Agricultural Stewardship,National Association for Agricultural Stewardship,61,Environmental stewardship,,,NAAS,TRUE,FALSE,FALSE,TRUE,TRUE
National Association for Medical Direction of Respiratory Care,8610,National Association for Medical Direction of Respiratory Care,National Association for Medical Direction of Respiratory Care,88,American Association for Respiratory Care,,,NAMDRC,TRUE,FALSE,FALSE,TRUE,TRUE
National Association for the Support of Long Term Care,8615,National Association for the Support of Long Term Care,National Association for the Support of Long Term Care,100,National Association for the Support of Long Term Care,National Association for the Support of Long Term Care,NASL,NASL,TRUE,TRUE,FALSE,FALSE,FALSE
National Association of Aircraft and Communication Suppliers,8616,National Association of Aircraft and Communication Suppliers,National Association of Aircraft and Communication Suppliers,76,Aircraft part,,,NAACS,TRUE,FALSE,FALSE,TRUE,TRUE
National Association of Area Agencies on Aging,8617,National Association of Area Agencies on Aging,National Association of Area Agencies on Aging,53,Aging in place,,PACE,,TRUE,FALSE,FALSE,TRUE,TRUE
National Association of Bankruptcy Trustees,8619,National Association of Bankruptcy Trustees,National Association of Bankruptcy Trustees,66,Trustee in bankruptcy,,DOJ,NABT,TRUE,FALSE,FALSE,TRUE,TRUE
National Association of College Stores,8625,National Association of College Stores,National Association of College Stores,22,Textbook,,USSR,NACS,TRUE,FALSE,FALSE,TRUE,TRUE
National Association of Credit Management,8628,National Association of Credit Management,National Association of Credit Management,100,National Association of Credit Management,National Association of Credit Management,NACM,NACM,TRUE,TRUE,FALSE,FALSE,FALSE
National Association of Dental Plans,8631,National Association of Dental Plans,National Association of Dental Plans,80,American Dental Association,,,NADP,TRUE,FALSE,FALSE,TRUE,TRUE
National Association of Epilepsy Centers,8632,National Association of Epilepsy Centers,National Association of Epilepsy Centers,100,National Association of Epilepsy Centers,National Association of Epilepsy Centers,,NAEC,TRUE,TRUE,FALSE,FALSE,TRUE
National Association of Farmer Elected Committees (NAFEC),8633,National Association of Farmer Elected Committees (NAFEC),National Association of Farmer Elected Committees,0,,,,NAFEC,FALSE,FALSE,TRUE,FALSE,TRUE
National Association of Fleet Administrators,8634,National Association of Fleet Administrators,National Association of Fleet Administrators,100,National Association of Fleet Administrators,National Association of Fleet Administrators,NAFA,NAFA,TRUE,TRUE,FALSE,FALSE,FALSE
National Association of Food Equipment Manufacturers,8635,National Association of Food Equipment Manufacturers,National Association of Food Equipment Manufacturers,91,Manufacturers' Agents National Association,,,NAFEM,TRUE,FALSE,FALSE,TRUE,TRUE
National Association of Foster Grandparent Program Directors,8637,National Association of Foster Grandparent Program Directors,National Association of Foster Grandparent Program Directors,44,Gladney Center for Adoption,,,NAFGPD,TRUE,FALSE,FALSE,TRUE,TRUE
National Association of FSA County Office Employees,8638,National Association of FSA County Office Employees,National Association of FSA County Office Employees,10,Grady Judd,,,NASCOE,TRUE,FALSE,FALSE,TRUE,TRUE
National Association of Government Deferred Compensation Administrators,8640,National Association of Government Deferred Compensation Administrators,National Association of Government Deferred Compensation Administrators,18,Pension,,,NAGDCA,TRUE,FALSE,FALSE,TRUE,TRUE
National Association of Government Guaranteed Lenders,8641,National Association of Government Guaranteed Lenders,National Association of Government Guaranteed Lenders,87,Government National Mortgage Association,,,NAGGL,TRUE,FALSE,FALSE,TRUE,TRUE
National Association of Healthcare Access Management,8642,National Association of Healthcare Access Management,National Association of Healthcare Access Management,63,Healthcare Information and Management Systems Society,,,NAHAM,TRUE,FALSE,FALSE,TRUE,TRUE
National Association of Higher Educational Finance Authorities,8643,National Association of Higher Educational Finance Authorities,National Association of Higher Educational Finance Authorities,67,Educational management,,,NAPFHEA,TRUE,FALSE,FALSE,TRUE,TRUE
National Association of Lottery Purchasers,8650,National Association of Lottery Purchasers,National Association of Lottery Purchasers,100,Lottery,,,NAPL,TRUE,FALSE,FALSE,TRUE,TRUE
National Association of Mortgage Brokers,8652,National Association of Mortgage Brokers,National Association of Mortgage Brokers,70,Mortgage broker,,FSRA,NAMB,TRUE,FALSE,FALSE,TRUE,TRUE
National Association of Optometrics and Opticians,8656,National Association of Optometrics and Opticians,National Association of Optometrics and Opticians,28,Optometry,,,NAOO,TRUE,FALSE,FALSE,TRUE,TRUE
National Association of Pediatric Nurse Associates and Practitioners,8657,National Association of Pediatric Nurse Associates and Practitioners,National Association of Pediatric Nurse Associates and Practitioners,43,Nurse practitioner,,,NAPNAP,TRUE,FALSE,FALSE,TRUE,TRUE
National Association of Portable X-Ray Providers,8660,National Association of Portable X-Ray Providers,National Association of Portable X-Ray Providers,26,Medical record,,,NAPXP,TRUE,FALSE,FALSE,TRUE,TRUE
National Association of Professional Forestry Schools and Colleges,8661,National Association of Professional Forestry Schools and Colleges,National Association of Professional Forestry Schools and Colleges,100,Forestry,,,NAPFSC,TRUE,FALSE,FALSE,TRUE,TRUE
National Association of Rural Health Clinics,8668,National Association of Rural Health Clinics,National Association of Rural Health Clinics,77,Rural health clinic,,NARHC,NARHC,TRUE,FALSE,FALSE,TRUE,FALSE
National Association of School Music Dealers,8670,National Association of School Music Dealers,National Association of School Music Dealers,12,Getzen,,,NASMD,TRUE,FALSE,FALSE,TRUE,TRUE
National Association of School Nurses,8671,National Association of School Nurses,National Association of School Nurses,100,National Association of School Nurses,National Association of School Nurses,NASN,NASN,TRUE,TRUE,FALSE,FALSE,FALSE
National Association of Telecommunications Officers and Advisors,8677,National Association of Telecommunications Officers and Advisors,National Association of Telecommunications Officers and Advisors,100,National Association of Telecommunications Officers and Advisors,National Association of Telecommunications Officers and Advisors,NATOA,NATOA,TRUE,TRUE,FALSE,FALSE,FALSE
National Association of Theatre Owners,8678,National Association of Theatre Owners,National Association of Theatre Owners,100,National Association of Theatre Owners,National Association of Theatre Owners,NATO,,TRUE,TRUE,FALSE,FALSE,TRUE
National Association of Ticket Brokers,8680,National Association of Ticket Brokers,National Association of Ticket Brokers,63,Ticket resale,,,NATB,TRUE,FALSE,FALSE,TRUE,TRUE
National Association of Tower Erectors,8681,National Association of Tower Erectors,National Association of Tower Erectors,72,Gettysburg National Tower,,,NATE,TRUE,FALSE,FALSE,TRUE,TRUE
National Aviary in Pittsburgh,8684,National Aviary in Pittsburgh,National Aviary in Pittsburgh,100,National Aviary,,,,TRUE,FALSE,FALSE,TRUE,FALSE
National Barley Growers Association,8685,National Barley Growers Association,National Barley Growers Association,100,Barley,,,NBGA,TRUE,FALSE,FALSE,TRUE,TRUE
National Basketball Association,8686,National Basketball Association,,100,National Basketball Association,,NBA,,TRUE,TRUE,TRUE,TRUE,TRUE
National Biodiesel Board,8689,National Biodiesel Board,National Biodiesel Board,100,National Biodiesel Board,National Biodiesel Board,FPRF,NBB,TRUE,TRUE,FALSE,FALSE,TRUE
National Border Patrol Council,8692,National Border Patrol Council,National Border Patrol Council,100,National Border Patrol Council,National Border Patrol Council,NBPC,NBPC,TRUE,TRUE,FALSE,FALSE,FALSE
National Bureau of Asian Research,8693,National Bureau of Asian Research,National Bureau of Asian Research,100,National Bureau of Asian Research,National Bureau of Asian Research,NBR,NBR,TRUE,TRUE,FALSE,FALSE,FALSE
National Capitol Concerts,8696,National Capitol Concerts,National Capitol Concerts,57,United States Capitol,,,,TRUE,FALSE,FALSE,TRUE,FALSE
National Center for Appropriate Technology,8701,National Center for Appropriate Technology,National Center for Appropriate Technology,100,Appropriate technology,,NCAT,NCAT,TRUE,FALSE,FALSE,TRUE,FALSE
National Center for Children in Poverty,8702,National Center for Children in Poverty,National Center for Children in Poverty,100,National Center for Children in Poverty,National Center for Children in Poverty,NCCP,NCCP,TRUE,TRUE,FALSE,FALSE,FALSE
National Center for Family Literacy,8704,National Center for Family Literacy,National Center for Family Literacy,100,National Center for Family Literacy,National Center for Family Literacy,,NCFL,TRUE,TRUE,FALSE,FALSE,TRUE
National Center for Genome Research,8705,National Center for Genome Research,National Center for Genome Research,81,National Human Genome Research Institute,,,NCFGR,TRUE,FALSE,FALSE,TRUE,TRUE
National Child Abuse Coalition,8708,National Child Abuse Coalition,National Child Abuse Coalition,45,Child pornography,,,NCAC,TRUE,FALSE,FALSE,TRUE,TRUE
National Child Care Association,8709,National Child Care Association,National Child Care Association,100,Child care,,,NCCA,TRUE,FALSE,FALSE,TRUE,TRUE
National Coalition for Osteoporosis and Related Bone Diseases,8714,National Coalition for Osteoporosis and Related Bone Diseases,National Coalition for Osteoporosis and Related Bone Diseases,54,American Society for Bone and Mineral Research,,FASEB,NCORBD,TRUE,FALSE,FALSE,TRUE,TRUE
National Coalition for Patient Rights,8715,National Coalition for Patient Rights,National Coalition for Patient Rights,36,Psychiatric survivors movement,,,NCPR,TRUE,FALSE,FALSE,TRUE,TRUE
National Commission for the Certification of Crane Operators,8720,National Commission for the Certification of Crane Operators,National Commission for the Certification of Crane Operators,100,National Commission for the Certification of Crane Operators,National Commission for the Certification of Crane Operators,ANSI,NCCCO,TRUE,TRUE,FALSE,FALSE,TRUE
National Community Capital Association,8723,National Community Capital Association,National Community Capital Association,9,Delhi,,,NCCA,TRUE,FALSE,FALSE,TRUE,TRUE
National Council for Impacted Schools,8731,National Council for Impacted Schools,National Council for Impacted Schools,39,Ross University School of Medicine,,,NCIS,TRUE,FALSE,FALSE,TRUE,TRUE
National Council of Coal Lessors,8732,National Council of Coal Lessors,National Council of Coal Lessors,48,"List of Canadian appeals to the Judicial Committee of the Privy Council, 1900–1909",,,NCCL,TRUE,FALSE,FALSE,TRUE,TRUE
National Council of Health Facilities Finance Authorities,8733,National Council of Health Facilities Finance Authorities,National Council of Health Facilities Finance Authorities,57,List of countries with universal health care,,,NCHFFA,TRUE,FALSE,FALSE,TRUE,TRUE
"National Council of Investigative and Security Services, Inc.",8734,"National Council of Investigative and Security Services, Inc.","National Council of Investigative and Security Services, Inc.",82,National Security Act of 1947,,,NCISS,TRUE,FALSE,FALSE,TRUE,TRUE
National Council of State Boards of Nursing,8737,National Council of State Boards of Nursing,National Council of State Boards of Nursing,100,National Council of State Boards of Nursing,National Council of State Boards of Nursing,NCSBN,NCSBN,TRUE,TRUE,FALSE,FALSE,FALSE
