org_id,p1_original,prominence,paragraph_mention_count,10_or_more_org_mentioned,uuid_mention,uuid_paragraph,granuleId,source,interest_group,variation
73733,"The total estimated program cost is $2.1 billion. The ROK is one of the closest allies in the INDOPACOM Theater. The proposed sale will support U.S. foreign policy and national security objectives by enhancing Korea's naval capabilities to provide national defense and significantly contribute to coalition operations. The ROK procured and has operated U.S.-produced P-3 Maritime Surveillance Aircraft (MSA) for over 25 years, providing interoperability and critical capabilities to coalition maritime operations. The ROK has maintained a close MSA acquisition and sustainment relationship with the U.S. Navy over that period. The proposed sale will allow the ROK to modernize and sustain its MSA capability for the next 30 years. As a long-time P-3 operator, the ROK will have no difficulty transitioning its MSA force to P-8A.",0,4,0,2baff45a-b74c-4c55-8ddf-f73e5470fda8-1,2baff45a-b74c-4c55-8ddf-f73e5470fda8,CREC-2018-10-09-pt1-PgS6719-3,Combined_Version____2,Magnet Schools of America,MSA
4367,"Chair, I do rise in opposition to this amendment offered by the gentleman from New York. This is an amendment that would lift the ban on striped bass fishing in the Block Island transit zone between Montauk, New York, and Block Island, Rhode Island. Commercial and recreational fishing is allowed in State waters, as the gentleman said, from shore to 3 miles offshore. Striped bass is managed by the States from Maine through North Carolina through the Atlantic States Marine Fisheries Commission. Federal waters have been closed to striped bass fishing since 1990 when a moratorium went into effect to protect juvenile fish entering the spawning population and to help rebuild a fishery that was recovering from decades of overfishing. There has been an ongoing effort to reopen the striped bass fishery in the transit zone, yet there is no science to justify it. In contrast, the science shows that allowing fishing in this transit zone, which encompasses about 155 square miles of habitat, could disproportionately impact spawning females and, thus, threaten the overall health of the striped bass stock.",0,1,0,aa8a76ee-e4e0-4d32-9702-cdbd32a617f6-1,aa8a76ee-e4e0-4d32-9702-cdbd32a617f6,CREC-2018-07-11-pt1-PgH6069-2,Combined_Version____2,Atlantic States Marine Fisheries Commission,Atlantic States Marine Fisheries Commission
990,"What I am saying tonight--finally some people, when they heard the debate over here, they mobilized. And when they found out what was about to be foisted upon them, we were speaking with loud voices. Here is a list of some of those people who opposed or expressed major concerns over that act, a bill that was identical to H.R. 9, which is now perched and ready to be shoved through Congress: The Association of American Universities; American Council on Education; Association of American Medical Colleges; Association of Public and Land-grant Universities; Association of University Technology Managers; Council on Governmental Relations; Eagle Forum; Club for Growth; American Bar Association; Patent Office Professional Association; Judicial Conference Committee on Rules of Practice and Procedure; American Intellectual Property Law Association; Intellectual Property Owners Association; National Association of Patent Practitioners; National Venture Capital Association; the Biotechnology Industry Organization; Pharmaceutical Research and Manufacturers of America, PhRMA; Innovation Alliance; Coalition for 21st Century Patent Reform; Institute of Electrical and Electronics Engineers. Let's just note, all of these groups were opposed or were very concerned about that act because: It creates more paperwork for everybody, increasing the cost for anybody who wants to defend their rights. It forces patent holders who file claims of infringement to maintain new bureaucratic reporting requirements and to pay new recordkeeping costs. It just complicates their lives and their expenses.",0,1,1,d0b097ac-c7b2-4e07-a22e-711c1da48118-1,d0b097ac-c7b2-4e07-a22e-711c1da48118,CREC-2015-02-10-pt1-PgH908,Combined_Version____2,Club for Growth,Club for Growth
2339,"``2258C. Use to combat child pornography of technical elements relating to reports made to the CyberTipline. ``2258D. Limited liability for NCMEC.''. The bill was ordered to be read a third time, was read the third time, and passed, and a motion to reconsider was laid on the table. ____________________",0,1,0,6a55b51e-3092-4b96-b350-6616c017bfd6-1,6a55b51e-3092-4b96-b350-6616c017bfd6,CREC-2018-12-12-pt1-PgH10153,Combined_Version____2,National Center for Missing and Exploited Children,NCMEC
2489,"Maine Air NG Bangor IAP Add to and Alter Fire Crash/ 7,200 7,200 Rescue Station. New Hampshire Air NG Pease International Bldg Mod KC-46 Fuselage 0 0 Trade Port Trainer. Air NG Pease International KC-46A ADAL Flight 2,800 2,800 Trade Port Simulator Bldg 156. New Jersey Air NG Atlantic City IAP Fuel Cell and Corrosion 10,200 10,200 Control Hangar. New York Air NG Niagara Falls IAP Remotely Piloted Aircraft 7,700 7,700 Beddown Bldg 912. North Carolina Air NG Charlotte/Douglas IAP Replace C-130 Squadron 9,000 9,000 Operations Facility. North Dakota Air NG Hector IAP Intel Targeting Facilities.",0,10,0,e2d7fe8d-7d29-473a-ba44-22389d1a30c6-1,e2d7fe8d-7d29-473a-ba44-22389d1a30c6,CREC-2015-11-05-pt1-PgH7747-5,Combined_Version____2,National Grange,NG
2434,"I think all Senators assume a responsibility to make sure that taxpayer money will go as far as it can. So we worked some of those accountability issues into every bill I can get out of the Justice Department that affects these programs. Groups such as the Campaign for Youth Justice, the Coalition for Juvenile Justice, Boys Town, Fight Crime: Invest in Kids, among many others, endorsed the legislation and contributed input. We also consulted the National Criminal Justice Association, the National District Attorneys Association, and a coalition of roughly two dozen anti-human trafficking groups that endorsed the legislation as well. The House bill before us today includes many or most of the same provisions that Senator Whitehouse and I championed, and it enjoys the support of virtually all of the same 100-plus organizations that endorsed the versions we sponsored in this Chamber. The House made a few key changes to preserve more flexibility for States. Speaking of those 100-plus organizations, I feel a responsibility to them to work as hard as I can to get this legislation passed because they have worked so hard at the grass roots level.",1,1,0,e11ded94-0fed-42f8-8402-73d391b9fd9e-1,e11ded94-0fed-42f8-8402-73d391b9fd9e,CREC-2016-11-30-pt1-PgS6602-2,Combined_Version____2,National Criminal Justice Association,National Criminal Justice Association
1528,"To the end of my days in the Senate, I am going to remember that closing vote, when the clerk of the committee called the roll, and every single member of the HELP Committee voted in favor of the measure. It came out of the committee unanimously, and with that burst of energy, it came through the floor fine, and it passed the House without too many changes. It was just a remarkable piece of work. So I have seen what the HELP Committee can do under Chairman Alexander and Ranking Member Murray, and I am filled with confidence that the process can be terrific there, and I am filled with goodwill toward a successful outcome. I just think what the chairman has said is terrific, and I wanted to say a few words of appreciation. Mr. President, I ask unanimous consent to speak for up to 17 minutes in morning business. The PRESIDING OFFICER.",0,1,0,0e51e489-355d-4cd1-8f6e-9fe704ebc633-1,0e51e489-355d-4cd1-8f6e-9fe704ebc633,CREC-2017-08-01-pt1-PgS4659,Combined_Version____2,"Goodwill Industries International, Inc.",Goodwill
391,"Overwhelmingly, it should be improvements to existing law. The Affordable Care Act needs significant improvement, just as other health care laws do, just as virtually everything we do needs improvement. There is no reason, while we acknowledge the need for improvement, to repeal a law outright without having a sense of what the replacement will be because, by doing so, what we do is create chaos in the economy, chaos in the health insurance market, and especially chaos in the most intimate and important area of people's lives, their health. Actually, on that subject, there was a wonderful letter that was sent on January 3 by the American Medical Association to the congressional leadership on [[Page S80]] this very point, don't do a repeal that creates chaos for people. I am going to read some sections of the letter. The AMA supported passage of the Affordable Care Act because it was a significant improvement on the status quo at that time. We continue to embrace the primary goal of the law to make high-quality, affordable health care coverage accessible to all Americans.",1,1,0,17f32f3e-923c-4e74-a8e2-ce6205854f9f-1,17f32f3e-923c-4e74-a8e2-ce6205854f9f,CREC-2017-01-05-pt1-PgS75-3,Combined_Version____2,American Medical Association,American Medical Association
301,"The role of big money in politics became a central issue in the debate over Justice Neil Gorsuch's confirmation to the U.S. Supreme Court because the public cares deeply about this issue. To ensure that all voices are heard, not just those of powerful corporations and wealthy donors, it is essential that we confirm judges and justices who understand that the Constitution gives we the people the power to protect our democracy from big money. Unfortunately, Judge Amul Thapar does not appear to see our pro-democracy Constitution as the vast majority of Americans do--and for this reason we urge you to oppose his confirmation to the U.S. Court of Appeals for the Sixth Circuit. Sincerely, American Federation of Teachers, Americans for Democratic Action, Center for American Progress, Center for Emergent Diplomacy, Class Action, Communications Workers of America, CODEPINK, Democracy Spring, Demos, End Citizens United, Every Voice, Free Speech for People, Friends of the Earth, Just Foreign Policy, Maplight, MAYDAY, National Association of Social Workers, Participatory Politics Foundation, People for the American Way, PeopleNow.org, Reverb Press, Small Planet Institute, United for Democracy, Voices for Progress.",0,1,1,164dedad-1b27-4e1a-84f1-65d4529bdfdd-1,164dedad-1b27-4e1a-84f1-65d4529bdfdd,CREC-2017-05-25-pt1-PgS3161-3,Combined_Version____2,American Federation of Teachers,American Federation of Teachers
2371," Congressional Record, Volume 161 Issue 14 (Wednesday, January 28, 2015) [Congressional Record Volume 161, Number 14 (Wednesday, January 28, 2015)] [Senate] [Pages S606-S607] From the Congressional Record Online through the Government Publishing Office [www.gpo.gov] SENATE RESOLUTION 50--CONGRATULATING THE OHIO STATE UNIVERSITY FOOTBALL TEAM FOR WINNING THE 2015 COLLEGE FOOTBALL PLAYOFF NATIONAL CHAMPIONSHIP Mr. BROWN (for himself, Mr. Portman, and Mr. Carper) submitted the following resolution; which was considered and agreed to: S. Res. 50 Whereas on January 12, 2015, The Ohio State University Buckeyes won the first-ever College Football Playoff national championship with a 42-20 victory over the second-ranked University of Oregon Ducks; Whereas the head coach of the Ohio State Buckeyes led the Buckeyes to a national championship win in his third year as head coach, bringing the total of national championships in collegiate football by The Ohio State University to 8; Whereas the head coach of the Ohio State Buckeyes became only the second coach to lead 2 separate Football Bowl Subdivision programs to a national championship; Whereas the quarterback of the Ohio State Buckeyes, number 12, completed 18 passes for 242 yards, scoring 1 rushing touchdown and 1 passing touchdown in just his third start as a collegiate quarterback; Whereas the running back of the Ohio State Buckeyes, number 15, rushed for 246 yards, scoring 4 touchdowns and earning the title of Offensive Most Valuable Player; Whereas the safety of the Ohio State Buckeyes, number 23, recorded 9 tackles, earning the title of Defensive Most Valuable Player; Whereas the Ohio State Buckeyes finished the 2014 season with a record of 14 wins and 1 loss, winning 13 straight games on the road to a national championship; Whereas in the 2014 season, the Ohio State Buckeyes tied school and National Collegiate Athletic Association records for the most victories in 1 season, including a 42-28 triumph over rival school, the University of Michigan; Whereas the Ohio State Buckeyes won the Big Ten Conference championship, which was the first conference championship for The Ohio State University under their current head coach and the 35th since joining the conference in 1912, with a 59-0 win over the Wisconsin Badgers; Whereas the Ohio State Buckeyes defeated the first-ranked University of Alabama Crimson Tide by a score of 42 to 35 to win the Allstate Sugar Bowl and advance to the national championship game; Whereas, The Ohio State University celebrated the 125th anniversary of the football program during the 2014 season; Whereas the sophomore defensive end of the Ohio State Buckeyes, number 97, was recognized as a 2014 unanimous All- American selection, just the 27th player to receive such an honor in the history of the football program of The Ohio State University; Whereas the quarterback of the Ohio State Buckeyes, number 16, was named the Big Ten Conference Griese-Brees Quarterback of the year; Whereas the star defensive end of the Ohio State Buckeyes, number 97, was named the Big Ten Conference Smith-Brown Defensive Lineman of the year; Whereas 8 football players from The Ohio State University were named to all-conference teams by Big Ten Conference coaches; Whereas the junior center of the Ohio State Buckeyes and Horticulture and Crop Science student, number 50, was 1 of 6 Big Ten Conference student-athletes to be named an Academic All American in football; Whereas 12 student-athletes on the championship team were named Fall 2014 Academic All-Big Ten Honorees; Whereas The Ohio State University President, Interim President, and director of athletics have fostered a continuing tradition of athletic and academic excellence at the institution; Whereas The Ohio State University is 1 of the largest and most comprehensive universities in the United States, and has proven to be a perennial championship contender in National Collegiate Athletic Association football; and Whereas The Ohio State University Marching Band, cheerleaders, students, faculty, alumni, and fans worldwide have supported the football team through a season filled with adversity and triumph; Now, therefore, be it Resolved, That the Senate-- [[Page S607]] (1) congratulates The Ohio State University Buckeyes football team for winning the 2015 College Football Playoff national championship; (2) recognizes the players, coaches, staff, and fans whose hard work led to the championship; and (3) respectfully requests that the Secretary of the Senate prepare an official copy of this resolution for presentation to-- (A) the President of The Ohio State University; (B) the director of athletics at The Ohio State University; and (C) the head coach of The Ohio State University football team. ____________________",0,2,0,47229a17-8a0d-4eb8-a1eb-032944931a1d-1,47229a17-8a0d-4eb8-a1eb-032944931a1d,CREC-2015-01-28-pt1-PgS606-2,Combined_Version____2,National Collegiate Athletic Association,National Collegiate Athletic Association
20114287,"And make no mistake. The Congressional Budget Office, the nonpartisan entity that analyzes bills, has told us and told the American people that, in overturning the Affordable Care Act, you will eliminate affordable health care for 22 million Americans. So this is a historically callous action that, in 1 day, our colleagues are proposing that we would deny affordable health care to 22 million Americans. It is also the 12th vote this House [[Page H442]] has taken to attack women's health care and defund Planned Parenthood. You know, the American people have got to be scratching their heads. They were told that, with a new Speaker, in the new year, 2016, we would actually begin to address the real challenges facing this country and do some serious work. Yet, the very first action taken here on this House floor in 2016 with the new Speaker was to again try to dismantle the Affordable Care Act.",1,1,0,0f0661f9-2181-4446-82b3-ac61c68c15e9-1,0f0661f9-2181-4446-82b3-ac61c68c15e9,CREC-2016-02-02-pt1-PgH441,Combined_Version____2,Planned Parenthood Affiliates of California,Planned Parenthood
2093,"SEC. 3132. NUCLEAR FORENSICS ANALYSES. (a) Independent Assessment.--Not later than 30 days after the date of the enactment of this Act, the Secretary of Energy, in consultation with the Secretary of Defense and the Secretary of Homeland Security, shall seek to enter into an agreement with the National Academy of Sciences for an independent assessment of nuclear forensic analyses conducted by the Federal Government. (b) Elements.--The assessment conducted by the National Academy of Sciences under subsection (a) shall, at minimum, include the following: (1) An assessment of a representative sample of nuclear forensic analyses from across the Federal departments and agencies, with particular emphasis on the validity, quality, value, cost effectiveness, gaps, and timeliness of such analyses. (2) An assessment of the methodologies used by nuclear forensics analyses from across the Federal departments and agencies, including the scientific rigor of such methodologies. (3) Recommendations for improving nuclear forensics analyses conducted by the Federal Government, including any best practices or lessons learned that should be shared across the Federal departments and agencies.",0,2,0,afeb2160-67ef-4a04-86c3-82086e5e3b51-1,afeb2160-67ef-4a04-86c3-82086e5e3b51,CREC-2018-07-25-pt1-PgH7202,Combined_Version____2,National Academy of Sciences,National Academy of Sciences
2564,"We appreciate their support and their dedication to working to prevent vulnerable youth from becoming victims of human trafficking. I especially applaud Senators Collins, Heitkamp, Ayotte, and Murkowski for their help fighting to get a vote on this amendment. Their leadership on this issue is exceptional, and the Senate is better for having them as Members. I also want to thank the tireless advocates who have worked so hard to help us improve the bill and urge support for the effort: Darla Bardine, with National Network for Youth; Jennifer Pike and David Stacy, with Human Rights Campaign; Cyndi Lauper and Gregory Lewis, with the True Colors Fund; Bridget Petruczok and Laura Durso, with the Center for American Progress; Melysa Sperber, with the Alliance to End Slavery and Trafficking; Holly Austin Smith, Jayne Bigelsen, and Kevin Ryan, with Covenant House; Calvin Smith and Kreig Pinkham, with the Vermont Coalition of Runaway and Homeless Youth Programs; Erin Albright, with Give Way to Freedom; Griselda Vega, with Safe Horizon; Susan Burton, with the United Methodist Church; and the many others who provided us with their feedback as we drafted this important legislation. They are the true experts in this field and their insights and contributions were invaluable. This is not the end for the Runaway and Homeless Youth and Trafficking Prevention Act. As I have said time and again, we must protect the most vulnerable among us, and we must do everything we can to prevent the heinous crime of human trafficking from occurring.",0,1,1,256910e3-a891-42e0-9c96-fbfc3d24e0d6-1,256910e3-a891-42e0-9c96-fbfc3d24e0d6,CREC-2015-04-30-pt1-PgS2560,Combined_Version____2,National Network for Youth,National Network for Youth
2464,"Madam Speaker, as I travel to each corner of my district, I hear from workers and families who are optimistic about the new tax cut law and what it means for their pocketbooks. There is a momentum in our economy, and the latest jobs report from February is another piece of positive news. Last month, the economy added 313,000 jobs, far exceeding expectations; the unemployment rate remained at a 17-year low for the fifth consecutive month; and labor force participation increased by more than 800,000 workers, the biggest surge in 15 years. Earlier this week, the National Federation of Independent Business released a survey that found small-business owners' confidence in the economy is soaring, and they are prepared to hire and raise wages without a government mandate. Imagine that. Madam Speaker, these are encouraging signs that our policies of reducing excessive red tape and cutting taxes are working. Let's build on these results and continue to advance solutions that improve the lives of the people we represent.",1,1,0,4de1c1eb-0cf4-4a6c-ad5f-2e0132200aaa-1,4de1c1eb-0cf4-4a6c-ad5f-2e0132200aaa,CREC-2018-03-15-pt1-PgH1616-2,Combined_Version____2,National Federation of Independent Business,National Federation of Independent Business
106553," Congressional Record, Volume 164 Issue 128 (Monday, July 30, 2018) [Congressional Record Volume 164, Number 128 (Monday, July 30, 2018)] [Senate] [Pages S5458-S5459] From the Congressional Record Online through the Government Publishing Office [www.gpo.gov] SENATE RESOLUTION 598--CALLING UPON THE UNITED STATES SENATE TO GIVE ITS ADVICE AND CONSENT TO THE RATIFICATION OF THE UNITED NATIONS CONVENTION ON THE LAW OF THE SEA Ms. HIRONO (for herself and Ms. Murkowski) submitted the following resolution; which was referred to the Committee on Foreign Relations: S. Res. 598 Whereas the United Nations Convention on the Law of the Sea (UNCLOS) was adopted by Third United Nations Conference on the Law of the Sea in December 1982, and entered into force in November 1994 to establish a treaty regime to govern activities on, over, and under the world's oceans; Whereas UNCLOS builds on four 1958 law of the sea conventions to which the United States is a party, including the Convention on the Territorial Sea and the Contiguous Zone, the Convention on the High Seas, the Convention on the Continental Shelf, and the Convention on Fishing and Conservation of the Living Resources of the High Seas; Whereas the treaty and an associated 1994 agreement relating to implementation of the treaty were transmitted to the Senate on October 6, 1994, and, in the absence of Senate advice and consent to adherence, the United States is not a party to the convention and the associated 1994 agreement; Whereas the convention has been ratified by 167 parties, which includes 166 states and the European Union, but not the United States; Whereas the United States, like most other countries, believes that coastal states under UNCLOS have the right to regulate economic activities in their Exclusive Economic Zones (EEZs), but do not have the right to regulate foreign military activities in their EEZs; Whereas the treaty's provisions relating to navigational rights, including those in EEZs, reflect the United States diplomatic position on the issue dating back to UNCLOS's adoption in 1982; Whereas becoming a party to the treaty would reinforce the United States perspective into permanent international law; Whereas becoming a party to the treaty would give the United States standing to participate in discussions relating to the treaty and thereby improve the United States ability to intervene as a full party to disputes relating to navigational rights, and to defend United States interpretations of the treaty's provisions, including those relating to whether coastal states have a right under UNCLOS to regulate foreign military activities in their EEZs; Whereas relying on customary international norms to defend United States interests in these issues is not sufficient, because it is not universally accepted and is subject to change over time based on state practice; Whereas relying on other nations to assert claims on behalf of the United States at the Hague Convention is woefully insufficient to defend and uphold United States sovereign rights and interests; Whereas the Permanent Court of Arbitration, in their July 12, 2016, ruling on the case In the Matter of the South China Sea Arbitration, stated that ``the Tribunal forwarded to the Parties for their comment a Note Verbale from the Embassy of the United States of America, requesting to send a representative to observe the hearing'' and ``the Tribunal communicated to the Parties and the U.S. Embassy that it had decided that `only interested States parties to the United Nations Convention on the Law of the Sea will be admitted as observers' and thus could not accede to the U.S. request''; Whereas the past Chief of Naval Operations, Admiral Jonathan Greenert, stated ``as a party to UNCLOS, we will be in a better position to counter the efforts of coastal nations to restrict freedom of the seas'' on February 16, 2012, before the Committee on Armed Services of the Senate; Whereas the Secretary of the Navy, the Honorable Ray Mabus, stated that ``the UNCLOS treaty guarantees rights such as innocent passage through territorial seas; transit passage through, under and over international straits; and the laying and maintaining of submarine cables,'' and that ``the convention has been approved by nearly every maritime power and all the permanent members of the UN Security Council, except the United States'' on February 16, 2012, before the Committee on Armed Services of the Senate; Whereas the Secretary of the Navy, the Honorable Ray Mabus, further stated that ``[o]ur notable absence as a signatory weakens our position with other nations, allowing the introduction of expansive definitions of sovereignty on the high seas that undermine our ability to defend our mineral rights along our own continental shelf and in the Arctic,'' and that ``the Department strongly supports the accession to UNCLOS, an action consistently recommended by my predecessors of both parties'' on February 16, 2012, before the Committee on Armed Services of the Senate; Whereas the President and the Chief Executive Officer of the United States Chamber of Commerce, Thomas J. Donahue, stated that the Chamber ``supports joining the Convention because it is in our national interest--both in our national security and our economic interests,'' that ``becoming a party to the Treaty benefits the U.S. economically by providing American companies the legal certainty and stability they need to hire and invest,'' and that ``companies will be hesitant to take on the investment risk and cost to explore and develop the resources of the sea-- particularly on the extended continental shelf (ECS)--without the legal certainty and stability accession to LOS provides'' on June 28, 2012, before the Committee on Foreign Relations of the Senate; Whereas Mr. Donahue further stated that ``the benefits of joining cut across many important industries including telecommunications, mining, shipping, and oil and natural gas,'' and ``joining the Convention will provide the U.S. a critical voice on maritime issues--from mineral claims in the Arctic to how International Seabed Authority (ISA) funds are distributed'' on June 28, 2012, before the Committee on Foreign Relations of the Senate; Whereas the past Commander of United States Pacific Command, Admiral Samuel J. Locklear, stated that UNCLOS is ``widely accepted after a lot of years of deliberation by many, many countries, most countries in my Area of Responsibility (AOR)'' and that ``when we're not a signatory, it reduces our overall credibility when we bring it up as a choice of how you might solve a dispute of any kind'' on April 16, 2015, before the Committee on Armed Services of the Senate; Whereas the Commandant of the United States Coast Guard, Admiral Paul Zukunft, stated on February 12, 2016, that ``[w]ith the receding of the icepack, the Arctic Ocean has become the focus of international interest,'' that ``[a]ll Arctic states agree that the Law of the Sea Convention is the governing legal regime for the Arctic Ocean . . . yet, we remain the only Arctic nation that has not ratified the very instrument that provides this accepted legal framework governing the Arctic Ocean and its seabed,'' and that ``[r]atification of the Law of the Sea Convention supports our economic interests, environmental protection, and safety of life at sea, especially in the Arctic Ocean''; Whereas former Chief of Naval Operations, Admiral Jonathan Greenert, further stated that ``remaining outside Law of the Sea Convention (LOSC) is inconsistent with our principles, our national security strategy and our leadership in commerce and trade'' and that ``virtually every major ally of the U.S. is a party to LOSC, as are all other permanent members of the U.N. Security Council and all other Arctic nations'' on June 14, 2012, before the Committee on Armed Services of the Senate; Whereas Admiral Greenert further stated that ``our absence [from LOSC] could provide an excuse for nations to selectively choose among Convention provisions or abandon it altogether, thereby eroding the navigational freedoms we enjoy today'' and that ``accession would enhance multilateral operations with our partners and demonstrate a clear commitment to the rule of law for the oceans'' on June 14, 2012, before the Committee on Armed Services of the Senate; Whereas the United States Special Representative of State for the Arctic and former Commandant of the Coast Guard, Admiral Robert Papp, Jr., stated that ``as a non-party to the Law of the Sea Convention, the U.S. is at a significant disadvantage relative to the other Arctic Ocean coastal States,'' that ``those States are parties to the Convention, and are well along the path to obtaining legal certainty and international recognition of their Arctic extended continental shelf,'' and that ``becoming a Party to the Law of the Sea Convention would allow the United States to fully secure its rights to the continental shelf off the coast of Alaska, which is likely to extend out to more than 600 nautical miles'' on December 10, 2014, before the Subcommittee on Europe, Eurasia and Emerging Threats of the Committee on Foreign Affairs of the House of Representatives; Whereas the Chairman of the Joints Chiefs of Staff, General Joseph F. Dunford, stated that ``[t]he Convention provides legal certainty in the world's largest maneuver space,'' that ``access would strengthen the legal foundation for our ability to transit through international straits and archipelagic waters; preserve our right to [[Page S5459]] conduct military activities in other countries' Exclusive Economic Zones (EEZs) without notice or permission; reaffirm the sovereign immunity of warships; provide a framework to counter excessive maritime claims; and preserve or operations and intelligence-collection activities,'' and that ``joining the Convention would also demonstrate our commitment to the rule of law, strengthen our credibility among those nations that are already party to the Convention, and allow us to bring the full force of our influence in challenging excessive maritime claims'' on July 9, 2015, before the Committee on Armed Services of the Senate; Whereas Chairman of the Joints Chiefs of Staff General Dunford further stated that ``by remaining outside the Convention, the United States remains in scarce company with Iran, Venezuela, North Korea, and Syria'' and that ``by failing to join the Convention, some countries may come to doubt our commitment to act in accordance with international law'' on July 9, 2015, before the Committee on Armed Services of the Senate; Whereas the Chief of Naval Operations, Admiral John M. Richardson, stated that ``acceding to the Convention would strengthen our credibility and strategic position'' and that ``we undermine our leverage by not signing up to the same rule book by which we are asking other countries to accept'' on July 30, 2015, before the Committee on Armed Services of the Senate; Whereas Admiral Richardson further stated that ``becoming a part of [UNCLOS] would give us a great deal of credibility, and particularly as it pertains to the unfolding opportunities in the Arctic'' and that ``this provides a framework to adjudicate disputes'' on July 30, 2015, before the Committee on Armed Services of the Senate; Whereas the Assistant Secretary of Defense for Asian and Pacific Security Affairs, the Honorable David Shear, stated that ``while the United States operates consistent with the United Nations convention on the law of the sea, we've seen positive momentum in promoting shared rules of the road'' and that ``our efforts would be greatly strengthened by Senate ratification of UNCLOS'' on September 17, 2015, before the Committee on Armed Services of the Senate; Whereas the Commander of the United States Pacific Command, Admiral Harry B. Harris, stated that ``all maritime claims must be derived from land features in accordance with international law as reflected in the Law of the Sea Convention, and any disputes should be settled peacefully and in accordance with international law'' and that ``our efforts would be greatly strengthened by Senate ratification of UNCLOS'' on September 17, 2015, before the Committee on Armed Services of the Senate; Whereas Admiral Harris further stated that ``I think that by not signing onto it that we lose the creditability for the very same thing that we're arguing for .",1,1,0,abb3879a-2b86-426f-bb8d-8ff2baa8555c-1,abb3879a-2b86-426f-bb8d-8ff2baa8555c,CREC-2018-07-30-pt1-PgS5458,Combined_Version____2,United States Chamber of Commerce,United States Chamber of Commerce
2853,"Hospitals would lose billions of dollars and might reduce services or cut jobs; and rural hospitals would close. 4. The economy would lose 2.6 million jobs in 2019, with the majority in non-health sectors. Additionally, eliminating Medicaid funding to Planned Parenthood would severely restrict women's access to comprehensive care such as contraception, cancer screenings, and STI tests and treatments. Mr. Chair, Republicans claim they have a replacement plan for the Affordable Care Act but the truth is they do not have a plan now nor have they in the past nor will they in the future. ``Repeal and Replace'' is an empty slogan and is about as serious as the President-Elect's promise of ``something terrific.''",0,1,0,730dd3ce-af74-4ae9-98f1-45fe6f5e29c9-1,730dd3ce-af74-4ae9-98f1-45fe6f5e29c9,CREC-2017-01-13-pt1-PgH490,Combined_Version____2,Planned Parenthood Federation of America,Planned Parenthood
420,"The American Petroleum Institute, the Independent Petroleum Association of America, the Western Energy Alliance, the National Mining Association, and the American Exploration & Mining Association are all opposed to this rule, and so are many State groups, like the Arizona Mining Association, the Montana Electric Cooperatives' Association, and the Petroleum Association of Wyoming. Joining them are many of our Nation's farmers and ranchers, the individuals who provide so much of our Nation's food supply, whether that is steak or whether that is milk or something else. The National Cattlemen's Beef Association and the American Sheep Industry Association have registered their opposition. The American Farm Bureau Federation opposes the rule and so do many of its State partners, including the Colorado Farm Bureau, the New Mexico Farm & Livestock Bureau, the Oregon Farm Bureau, and the Washington Farm Bureau. Perhaps most critically, planning 2.0 has drawn strong opposition from local and State governments, the entities that are elected to represent all of the people, not just one specific interest. The National Association of Counties, the voice of county governments all across the country, sent a letter outlining their support for the disapproval resolution. Another group, the National Association of Conservation Districts, wrote that planning 2.0 should be repealed because it ``skirts the Federal Land Policy and Management Act and reduces the ability of local government involvement'' while seeming ``forced and blind to the many issues raised in the public comment period.''",1,1,0,aa82726d-1585-4c18-b9a1-2afe23982e3b-1,aa82726d-1585-4c18-b9a1-2afe23982e3b,CREC-2017-03-07-pt1-PgS1616-2,Combined_Version____2,American Petroleum Institute,American Petroleum Institute
2310,"Forged from adversity, this congregation has stood strong throughout tumultuous times, both externally and internally. Their strength comes not from the brick and mortar within which they worship, but from God's good graces and the steadfast individuals who have labored in this historic church. The church has been a leader in Hopkins, South Carolina, a small rural community southeast of Columbia, the State's capital. Through various community-oriented initiatives, such as their child development program, Meals on Wheels, the Neighboring Christian Athletic Association, and the Educational Society, the congregation has positively impacted the entire community. Next month, New Light Beulah Baptist Church will become the first African-American church in the Hopkins community to be registered as a historic place by the South Carolina Department of Archives and History. I congratulate them on this special recognition. Mr. Speaker, it is my great honor to represent this fine congregation in this august body.",0,1,0,e881cfd1-255e-4c26-b68f-31cbd71acf00-1,e881cfd1-255e-4c26-b68f-31cbd71acf00,CREC-2017-07-12-pt1-PgH5439-3,Combined_Version____2,National Black Child Development Institute,Child development
2215,"A bill to impose certain limitations on consent decrees and settlement agreements by agencies that require the agencies to take regulatory action in accordance with the terms thereof, and for other purposes; to the Committee on the Judiciary. Mr. GRASSLEY. Mr. President, I rise today to introduce an important piece of regulatory reform legislation. A study released this past fall by the National Association of Manufacturers estimates that U.S. Federal Government regulations imposed over $2 trillion in compliance costs on American businesses in 2012. This is an amount equal to 12 percent of our Nation's GDP. The study also demonstrated--and this should come as no surprise-- that the cost of complying with all those regulations falls disproportionately on small businesses. Small manufacturing firms, in particular, grapple with regulatory compliance costs that are more than three times those felt by the average company in the United States.",1,1,0,8ee4a350-62b1-43d9-9d1a-2c64e0b4e85d-1,8ee4a350-62b1-43d9-9d1a-2c64e0b4e85d,CREC-2015-02-04-pt1-PgS777,Combined_Version____2,National Association of Manufacturers,National Association of Manufacturers
